"MODEL_CLOSE_ST2"
	"2025-11-"	"9 16:24:41"

" Result ID"	"Result Type"	"I Marker ID"	"J Marker ID"	"Result Title"
"request_CONTACT_MID_F_KALKER"	"User Result"	"     (N/A)"	"     (N/A)"	"(No Comment)"

".MODEL_CLOSE_ST2.Last_Run.request_CONTACT_MID_F_KALKER.TIME"	".MODEL_CLOSE_ST2.Last_Run.request_CONTACT_MID_F_KALKER.U1"	".MODEL_CLOSE_ST2.Last_Run.request_CONTACT_MID_F_KALKER.U2"	".MODEL_CLOSE_ST2.Last_Run.request_CONTACT_MID_F_KALKER.U3"	".MODEL_CLOSE_ST2.Last_Run.request_CONTACT_MID_F_KALKER.U4"	".MODEL_CLOSE_ST2.Last_Run.request_CONTACT_MID_F_KALKER.U5"	".MODEL_CLOSE_ST2.Last_Run.request_CONTACT_MID_F_KALKER.U6"	".MODEL_CLOSE_ST2.Last_Run.request_CONTACT_MID_F_KALKER.U7"	".MODEL_CLOSE_ST2.Last_Run.request_CONTACT_MID_F_KALKER.U8"
1.100000e-02	0.000000e+00	2.255227e-01	-4.072200e+00	3.927896e-03	0.000000e+00	-2.000256e+00	-1.108363e-01	-6.228812e-02
1.129412e-02	0.000000e+00	4.340593e-01	-7.837688e+00	7.559949e-03	0.000000e+00	-4.966724e+00	-2.751976e-01	-1.401785e-01
1.200000e-02	0.000000e+00	1.255545e+00	-2.267103e+01	2.186937e-02	0.000000e+00	-2.291690e+01	-1.269748e+00	-6.073914e-01
1.300000e-02	0.000000e+00	2.229732e+00	-4.026162e+01	3.884338e-02	0.000000e+00	-4.983786e+01	-2.761608e+00	-1.590294e+00
1.400000e-02	0.000000e+00	1.631071e+00	-2.945179e+01	2.841199e-02	0.000000e+00	-3.236359e+01	-1.793432e+00	-1.142641e+00
1.500000e-02	0.000000e+00	5.083559e-01	-9.179242e+00	8.853962e-03	0.000000e+00	-6.276694e+00	-3.477827e-01	-1.792208e-01
1.600000e-02	0.000000e+00	6.312916e-02	-1.139906e+00	1.099512e-03	0.000000e+00	-4.371671e-01	-2.422284e-02	-1.251174e-02
1.700000e-02	0.000000e+00	-6.058452e-28	0.000000e+00	4.235165e-21	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.800000e-02	0.000000e+00	-2.541099e-20	-1.135960e-28	1.262177e-29	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.900000e-02	0.000000e+00	-5.048710e-29	-6.310887e-29	-1.735494e-29	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.000000e-02	0.000000e+00	1.371166e-01	-2.475877e+00	2.388141e-03	0.000000e+00	-1.076972e+00	-5.967202e-02	-2.925177e-02
2.100000e-02	0.000000e+00	3.739319e-01	-6.751985e+00	6.512719e-03	0.000000e+00	-4.014113e+00	-2.224040e-01	-1.018284e-01
2.200000e-02	0.000000e+00	5.689279e-01	-1.027297e+01	9.908935e-03	0.000000e+00	-7.224016e+00	-4.002556e-01	-1.887628e-01
2.300000e-02	0.000000e+00	8.898716e-01	-1.606816e+01	1.549877e-02	0.000000e+00	-1.258793e+01	-6.974022e-01	-2.794029e-01
2.400000e-02	0.000000e+00	1.037696e+00	-1.873738e+01	1.807339e-02	0.000000e+00	-1.536702e+01	-8.513378e-01	-3.070662e-01
2.500000e-02	0.000000e+00	9.769991e-01	-1.764140e+01	1.701625e-02	0.000000e+00	-1.419308e+01	-7.863462e-01	-3.303105e-01
2.600000e-02	0.000000e+00	7.535354e-01	-1.360638e+01	1.312422e-02	0.000000e+00	-1.018152e+01	-5.641227e-01	-2.688389e-01
2.700000e-02	0.000000e+00	4.746279e-01	-8.570224e+00	8.266526e-03	0.000000e+00	-5.654568e+00	-3.133151e-01	-1.651144e-01
2.800000e-02	0.000000e+00	3.104301e-01	-5.605350e+00	5.406716e-03	0.000000e+00	-3.085401e+00	-1.709900e-01	-1.216798e-01
2.900000e-02	0.000000e+00	1.655389e-01	-2.989089e+00	2.883167e-03	0.000000e+00	-1.357332e+00	-7.523456e-02	-6.648947e-02
3.000000e-02	0.000000e+00	7.207551e-02	-1.301448e+00	1.255329e-03	0.000000e+00	-5.104298e-01	-2.829547e-02	-2.833996e-02
3.100000e-02	0.000000e+00	4.946525e-02	-8.931803e-01	8.615292e-04	0.000000e+00	-3.377702e-01	-1.871730e-02	-1.164603e-02
3.200000e-02	0.000000e+00	2.878539e-02	-5.197699e-01	5.013511e-04	0.000000e+00	-1.895650e-01	-1.050314e-02	-5.015057e-03
3.300000e-02	0.000000e+00	2.026502e-02	-3.659199e-01	3.529530e-04	0.000000e+00	-1.316274e-01	-7.291881e-03	-2.300689e-03
3.400000e-02	0.000000e+00	1.270549e-21	-1.694066e-21	1.479114e-31	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.500000e-02	0.000000e+00	1.355252e-20	-5.048710e-28	5.553581e-28	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.600000e-02	0.000000e+00	1.414492e-01	-2.554108e+00	2.463600e-03	0.000000e+00	-1.115195e+00	-6.181032e-02	-5.147849e-02
3.700000e-02	0.000000e+00	6.385535e-01	-1.153018e+01	1.112159e-02	0.000000e+00	-8.318950e+00	-4.609306e-01	-2.265565e-01
3.800000e-02	0.000000e+00	1.407135e+00	-2.540824e+01	2.451087e-02	0.000000e+00	-2.635717e+01	-1.460421e+00	-7.602622e-01
3.900000e-02	0.000000e+00	1.543637e+00	-2.787302e+01	2.688929e-02	0.000000e+00	-2.978112e+01	-1.649911e+00	-6.230305e-01
3.940000e-02	0.000000e+00	1.132814e+00	-2.045490e+01	1.973166e-02	0.000000e+00	-1.984230e+01	-1.099452e+00	-5.855449e-01
4.000000e-02	0.000000e+00	7.288225e-01	-1.316015e+01	1.269380e-02	0.000000e+00	-9.796262e+00	-5.428076e-01	-2.907866e-01
4.100000e-02	0.000000e+00	2.520847e-01	-4.551824e+00	4.390524e-03	0.000000e+00	-2.325584e+00	-1.288775e-01	-8.735476e-02
4.200000e-02	0.000000e+00	2.486885e-02	-4.490500e-01	4.331372e-04	0.000000e+00	-1.607534e-01	-8.907713e-03	-5.206382e-03
4.300000e-02	0.000000e+00	-1.016440e-20	-2.032879e-20	1.355253e-20	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.400000e-02	0.000000e+00	-6.352747e-22	3.388132e-21	8.628166e-32	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.500000e-02	0.000000e+00	5.054825e-02	-9.127357e-01	8.803916e-04	0.000000e+00	-3.430051e-01	-1.900408e-02	-8.395308e-03
4.600000e-02	0.000000e+00	2.954680e-01	-5.335184e+00	5.146124e-03	0.000000e+00	-2.884383e+00	-1.598083e-01	-7.070331e-02
4.700000e-02	0.000000e+00	8.079869e-01	-1.458960e+01	1.407259e-02	0.000000e+00	-1.114931e+01	-6.176469e-01	-1.934062e-01
4.800000e-02	0.000000e+00	1.466431e+00	-2.647892e+01	2.554283e-02	0.000000e+00	-2.838190e+01	-1.571888e+00	-7.123878e-02
4.900000e-02	0.000000e+00	1.492808e+00	-2.695521e+01	2.600222e-02	0.000000e+00	-2.910594e+01	-1.612712e+00	-8.235299e-01
5.000000e-02	0.000000e+00	1.369178e+00	-2.472287e+01	2.384823e-02	0.000000e+00	-2.600258e+01	-1.440844e+00	-8.227582e-01
5.100000e-02	0.000000e+00	9.356261e-01	-1.689434e+01	1.629567e-02	0.000000e+00	-1.537328e+01	-8.519608e-01	-5.934939e-01
5.200000e-02	0.000000e+00	5.301680e-01	-9.573097e+00	9.233860e-03	0.000000e+00	-6.622036e+00	-3.670122e-01	-2.872198e-01
5.300000e-02	0.000000e+00	2.816836e-01	-5.086282e+00	4.906042e-03	0.000000e+00	-2.699990e+00	-1.496334e-01	-1.090249e-01
5.400000e-02	0.000000e+00	1.511547e-02	-2.729358e-01	2.632639e-04	0.000000e+00	-9.650638e-02	-5.348664e-03	-4.189561e-03
5.500000e-02	0.000000e+00	-5.421011e-20	-3.029226e-28	-7.573065e-29	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.600000e-02	0.000000e+00	-4.038968e-28	1.084202e-19	-3.786532e-29	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.700000e-02	0.000000e+00	0.000000e+00	0.000000e+00	-1.312665e-27	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.800000e-02	0.000000e+00	-1.016439e-20	2.710505e-20	6.776264e-21	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.900000e-02	0.000000e+00	-1.009742e-27	1.355253e-20	-3.112846e-20	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.000000e-02	0.000000e+00	-2.019484e-27	-2.019484e-28	-1.135960e-28	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.075000e-02	0.000000e+00	-1.873501e-15	0.000000e+00	5.030698e-17	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.100000e-02	0.000000e+00	-1.355253e-20	-8.131516e-20	-1.641127e-21	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.200000e-02	0.000000e+00	-8.077936e-28	-1.009742e-28	-3.388132e-21	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.300000e-02	0.000000e+00	7.461335e-02	-1.347273e+00	1.299530e-03	0.000000e+00	-5.276246e-01	-2.923274e-02	-1.279670e-02
6.400000e-02	0.000000e+00	3.348198e-01	-6.045748e+00	5.831508e-03	0.000000e+00	-3.429420e+00	-1.898432e-01	8.468051e-02
6.500000e-02	0.000000e+00	3.845111e-01	-6.943010e+00	6.696975e-03	0.000000e+00	-4.169615e+00	-2.309273e-01	-1.011204e-02
6.600000e-02	0.000000e+00	3.715875e-01	-6.709652e+00	6.471886e-03	0.000000e+00	-3.970227e+00	-2.199877e-01	-1.164878e-01
6.700000e-02	0.000000e+00	3.567569e-01	-6.441860e+00	6.213584e-03	0.000000e+00	-3.751977e+00	-2.079250e-01	-1.416779e-01
6.800000e-02	0.000000e+00	3.107199e-01	-5.610584e+00	5.411765e-03	0.000000e+00	-3.093481e+00	-1.714181e-01	-1.015239e-01
6.900000e-02	0.000000e+00	2.217405e-01	-4.003907e+00	3.862023e-03	0.000000e+00	-1.964220e+00	-1.088479e-01	-6.987150e-02
7.000000e-02	0.000000e+00	1.470196e-01	-2.654693e+00	2.560620e-03	0.000000e+00	-1.168588e+00	-6.474849e-02	-3.204010e-02
7.100000e-02	0.000000e+00	1.188178e-01	-2.145459e+00	2.069432e-03	0.000000e+00	-9.032397e-01	-5.004382e-02	-2.225923e-02
7.160000e-02	0.000000e+00	1.559948e-01	-2.816755e+00	2.716939e-03	0.000000e+00	-1.257998e+00	-6.970295e-02	-3.492929e-02
7.200000e-02	0.000000e+00	2.042473e-01	-3.688037e+00	3.557346e-03	0.000000e+00	-1.766857e+00	-9.789729e-02	-4.865322e-02
7.300000e-02	0.000000e+00	4.045024e-01	-7.303988e+00	7.045161e-03	0.000000e+00	-4.484202e+00	-2.484575e-01	-1.221240e-01
7.400000e-02	0.000000e+00	6.984430e-01	-1.261159e+01	1.216493e-02	0.000000e+00	-1.077183e+01	-5.965119e-01	4.478696e-02
7.500000e-02	0.000000e+00	6.587668e-01	-1.189517e+01	1.147365e-02	0.000000e+00	-8.658276e+00	-4.798828e-01	-3.923539e-01
7.600000e-02	0.000000e+00	4.297010e-01	-7.758992e+00	7.484041e-03	0.000000e+00	-4.893425e+00	-2.713919e-01	-4.033044e-01
7.700000e-02	0.000000e+00	3.373110e-01	-6.090732e+00	5.874898e-03	0.000000e+00	-3.470242e+00	-1.924251e-01	-2.483690e-01
7.800000e-02	0.000000e+00	2.135850e-01	-3.856646e+00	3.719980e-03	0.000000e+00	-1.876548e+00	-1.040226e-01	-1.009946e-01
7.900000e-02	0.000000e+00	4.312542e-02	-7.787038e-01	7.511093e-04	0.000000e+00	-2.905819e-01	-1.610469e-02	-1.240576e-02
8.000000e-02	0.000000e+00	1.355253e-20	-1.009742e-28	-8.470330e-21	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.100000e-02	0.000000e+00	4.065758e-20	-2.168404e-19	6.310887e-30	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.200000e-02	0.000000e+00	-3.231174e-27	-1.211690e-27	4.038968e-28	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.300000e-02	0.000000e+00	3.288431e-02	-5.937828e-01	5.727413e-04	0.000000e+00	-2.196432e-01	-1.216267e-02	1.455436e-03
8.400000e-02	0.000000e+00	1.946317e-01	-3.514411e+00	3.389873e-03	0.000000e+00	-1.679006e+00	-9.298127e-02	3.955078e-03
8.500000e-02	0.000000e+00	3.074963e-01	-5.552375e+00	5.355619e-03	0.000000e+00	-3.070167e+00	-1.700639e-01	-3.620402e-02
8.600000e-02	0.000000e+00	3.548499e-01	-6.407427e+00	6.180370e-03	0.000000e+00	-3.742354e+00	-2.073351e-01	-8.260760e-02
8.700000e-02	0.000000e+00	3.339997e-01	-6.030940e+00	5.817225e-03	0.000000e+00	-3.434721e+00	-1.902992e-01	-8.375805e-02
8.800000e-02	0.000000e+00	2.865553e-01	-5.174249e+00	4.990892e-03	0.000000e+00	-2.769931e+00	-1.534251e-01	-2.424660e-02
8.900000e-02	0.000000e+00	2.784835e-01	-5.028500e+00	4.850308e-03	0.000000e+00	-2.663069e+00	-1.475553e-01	-7.444041e-02
9.000000e-02	0.000000e+00	2.396270e-01	-4.326878e+00	4.173548e-03	0.000000e+00	-2.173207e+00	-1.204044e-01	-5.170658e-02
9.100000e-02	0.000000e+00	2.925195e-01	-5.281943e+00	5.094769e-03	0.000000e+00	-2.840660e+00	-1.573999e-01	-8.419506e-02
9.200000e-02	0.000000e+00	4.372089e-01	-7.894560e+00	7.614828e-03	0.000000e+00	-5.684868e+00	-3.150984e-01	-2.742366e-01
9.300000e-02	0.000000e+00	1.353663e+00	-2.444270e+01	2.358171e-02	0.000000e+00	-2.404530e+01	-1.332517e+00	-8.936092e-01
9.400000e-02	0.000000e+00	2.200830e+00	-3.973973e+01	3.834451e-02	0.000000e+00	-4.699092e+01	-2.604094e+00	-1.746946e+00
9.500000e-02	0.000000e+00	2.634824e+00	-4.757624e+01	4.590782e-02	0.000000e+00	-6.056535e+01	-3.356325e+00	-2.227238e+00
9.550000e-02	0.000000e+00	2.665662e+00	-4.813307e+01	4.644525e-02	0.000000e+00	-6.150745e+01	-3.408501e+00	-2.229351e+00
9.575000e-02	0.000000e+00	2.649416e+00	-4.783973e+01	4.616215e-02	0.000000e+00	-6.098100e+01	-3.379293e+00	-2.174863e+00
9.600000e-02	0.000000e+00	2.594013e+00	-4.683932e+01	4.519664e-02	0.000000e+00	-5.923191e+01	-3.282364e+00	-2.109983e+00
9.700000e-02	0.000000e+00	2.182671e+00	-3.941185e+01	3.802812e-02	0.000000e+00	-4.625985e+01	-2.563502e+00	-1.639043e+00
9.800000e-02	0.000000e+00	1.802683e+00	-3.255053e+01	3.140616e-02	0.000000e+00	-3.534684e+01	-1.958736e+00	-1.233108e+00
9.900000e-02	0.000000e+00	1.200506e+00	-2.167720e+01	2.091308e-02	0.000000e+00	-2.049436e+01	-1.135630e+00	-6.540270e-01
9.940000e-02	0.000000e+00	9.730837e-01	-1.757070e+01	1.695058e-02	0.000000e+00	-1.569744e+01	-8.698235e-01	-5.005734e-01
1.000000e-01	0.000000e+00	6.408924e-01	-1.157241e+01	1.116319e-02	0.000000e+00	-9.435310e+00	-5.228002e-01	-2.725230e-01
1.010000e-01	0.000000e+00	4.501113e-01	-8.127534e+00	7.839523e-03	0.000000e+00	-5.234887e+00	-2.900248e-01	-1.153885e-01
1.020000e-01	0.000000e+00	3.292049e-01	-5.944362e+00	5.733715e-03	0.000000e+00	-3.347441e+00	-1.854805e-01	-9.926294e-02
1.030000e-01	0.000000e+00	2.462153e-01	-4.445841e+00	4.288296e-03	0.000000e+00	-2.258789e+00	-1.251554e-01	-6.353305e-02
1.040000e-01	0.000000e+00	2.117988e-01	-3.824392e+00	3.688869e-03	0.000000e+00	-1.856827e+00	-1.028849e-01	-5.382166e-02
1.050000e-01	0.000000e+00	2.287272e-01	-4.130063e+00	3.983708e-03	0.000000e+00	-2.048535e+00	-1.134822e-01	-3.338795e-02
1.060000e-01	0.000000e+00	2.829686e-01	-5.109485e+00	4.928423e-03	0.000000e+00	-2.725298e+00	-1.509883e-01	-6.062573e-02
1.067500e-01	0.000000e+00	2.951284e-01	-5.329051e+00	5.140208e-03	0.000000e+00	-2.886302e+00	-1.599240e-01	-8.053092e-02
1.070000e-01	0.000000e+00	2.938169e-01	-5.305371e+00	5.117367e-03	0.000000e+00	-2.869124e+00	-1.589727e-01	-8.050207e-02
1.074000e-01	0.000000e+00	2.803564e-01	-5.062318e+00	4.882927e-03	0.000000e+00	-2.692732e+00	-1.491994e-01	-7.573441e-02
1.080000e-01	0.000000e+00	2.326582e-01	-4.201045e+00	4.052175e-03	0.000000e+00	-2.101800e+00	-1.164576e-01	-5.985142e-02
1.090000e-01	0.000000e+00	8.847316e-02	-1.597535e+00	1.540924e-03	0.000000e+00	-6.468084e-01	-3.585627e-02	-3.665009e-02
1.100000e-01	0.000000e+00	1.524659e-20	6.776264e-20	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.110000e-01	0.000000e+00	-1.101143e-20	-3.451266e-31	-5.505714e-21	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.114000e-01	0.000000e+00	-4.799402e-17	0.000000e+00	4.327774e-18	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.120000e-01	0.000000e+00	1.482308e-21	-4.235165e-22	-4.061457e-22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.130000e-01	0.000000e+00	-1.852885e-22	5.082198e-21	-2.958228e-31	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.140000e-01	0.000000e+00	-1.355253e-20	1.262177e-29	2.541099e-20	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.150000e-01	0.000000e+00	-1.016440e-20	1.262177e-29	-3.388132e-21	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.155000e-01	0.000000e+00	-3.962759e-15	0.000000e+00	3.641598e-16	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.157500e-01	0.000000e+00	-4.382255e-15	0.000000e+00	4.029271e-16	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.160000e-01	0.000000e+00	1.058791e-22	5.293956e-22	2.117582e-22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.166250e-01	0.000000e+00	-6.014137e-15	0.000000e+00	5.538433e-16	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.170000e-01	0.000000e+00	4.314083e-32	4.235165e-22	-1.058791e-22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.180000e-01	0.000000e+00	-1.262177e-29	1.355253e-20	1.524659e-20	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.190000e-01	0.000000e+00	6.088049e-22	-7.395571e-32	-1.848893e-32	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.200000e-01	0.000000e+00	0.000000e+00	3.388132e-20	-3.155444e-30	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.205000e-01	0.000000e+00	2.671125e-01	-4.823176e+00	4.652272e-03	0.000000e+00	-2.767431e+00	-1.532900e-01	-2.774098e-02
1.210000e-01	0.000000e+00	7.172887e-01	-1.295187e+01	1.249635e-02	0.000000e+00	-1.019496e+01	-5.648492e-01	-2.503697e-01
1.220000e-01	0.000000e+00	1.755991e+00	-3.170740e+01	3.059760e-02	0.000000e+00	-3.279452e+01	-1.817434e+00	-1.282343e+00
1.230000e-01	0.000000e+00	1.802031e+00	-3.253874e+01	3.140003e-02	0.000000e+00	-3.398621e+01	-1.883504e+00	-1.357828e+00
1.240000e-01	0.000000e+00	1.130076e+00	-2.040544e+01	1.968951e-02	0.000000e+00	-1.799569e+01	-9.973174e-01	-7.219320e-01
1.246667e-01	0.000000e+00	4.953160e-01	-8.943778e+00	8.628704e-03	0.000000e+00	-6.465639e+00	-3.582941e-01	-2.281703e-01
1.250000e-01	0.000000e+00	3.479918e-01	-6.283590e+00	6.061454e-03	0.000000e+00	-3.969843e+00	-2.199656e-01	-1.156271e-01
1.260000e-01	0.000000e+00	-1.084202e-19	-2.080068e-26	2.710505e-20	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.270000e-01	0.000000e+00	-2.019484e-28	-2.587464e-28	6.776263e-21	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.280000e-01	0.000000e+00	-6.776264e-21	-5.421011e-20	-1.009742e-27	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.290000e-01	0.000000e+00	4.417621e-29	2.587464e-28	-5.048710e-29	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.300000e-01	0.000000e+00	-9.529121e-22	2.541099e-21	-9.529121e-22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.310000e-01	0.000000e+00	-3.029226e-28	6.776264e-21	3.388132e-21	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.320000e-01	0.000000e+00	-9.529121e-22	2.958228e-31	-7.411538e-22	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.330000e-01	0.000000e+00	6.776265e-21	2.710505e-20	5.082198e-21	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.340000e-01	0.000000e+00	2.117582e-22	1.232595e-31	1.232595e-31	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.350000e-01	0.000000e+00	1.009742e-28	-6.310887e-29	2.524355e-29	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.360000e-01	0.000000e+00	1.615587e-27	2.019484e-28	-5.048710e-29	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.365000e-01	0.000000e+00	9.325873e-15	0.000000e+00	-2.341009e-15	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.370000e-01	0.000000e+00	-6.776264e-21	-1.084202e-19	5.082198e-21	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.380000e-01	0.000000e+00	1.262177e-29	0.000000e+00	-1.972152e-31	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.385000e-01	0.000000e+00	-1.672385e-28	0.000000e+00	-3.339776e-15	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.390000e-01	0.000000e+00	2.465190e-32	-2.541099e-21	-4.884158e-31	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.400000e-01	0.000000e+00	8.470330e-22	1.972152e-30	-7.888609e-31	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.410000e-01	0.000000e+00	2.032879e-20	1.262177e-29	3.049319e-20	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.420000e-01	0.000000e+00	-6.776264e-21	2.524355e-29	-6.310887e-29	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.430000e-01	0.000000e+00	-1.615587e-27	5.421011e-20	6.776264e-21	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.440000e-01	0.000000e+00	-2.710505e-20	-2.710505e-20	-3.388132e-21	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.450000e-01	0.000000e+00	7.676236e-21	-2.032879e-20	1.577722e-30	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.460000e-01	0.000000e+00	-3.155444e-30	1.183291e-30	5.916457e-31	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.470000e-01	0.000000e+00	4.109001e-02	-7.419508e-01	7.156587e-04	0.000000e+00	-2.744031e-01	-1.520345e-02	-6.967855e-03
1.480000e-01	0.000000e+00	1.082327e+00	-1.954325e+01	1.886352e-02	0.000000e+00	-1.641643e+01	-9.096035e-01	-4.589322e-01
1.490000e-01	0.000000e+00	1.756977e+00	-3.172520e+01	3.062283e-02	0.000000e+00	-3.198793e+01	-1.772788e+00	-1.304928e+00
1.500000e-01	0.000000e+00	1.142545e+00	-2.063059e+01	1.991310e-02	0.000000e+00	-1.759869e+01	-9.753992e-01	-7.914914e-01
1.510000e-01	0.000000e+00	3.544476e-01	-6.400154e+00	6.176649e-03	0.000000e+00	-3.762504e+00	-2.085610e-01	-1.961977e-01
1.520000e-01	0.000000e+00	-4.038968e-28	-5.421011e-20	-5.929231e-21	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
