t,x1,y1,z1,x2,y2,z2,x3,y3,z3,xd1,yd1,zd1,xd2,yd2,zd2,xd3,yd3,zd3,PosConstrNorm,VelConstrNorm,AccConstrNorm
0.15000000000000002,1.4474532683550484e-17,0.1,0.12,0.10224258950976603,0.045743765508896285,0.09976953847444926,0.20451517901953206,2.0900682582380663e-17,1.790374435667438e-17,9.71445146547012e-17,-2.761102010518935e-17,-2.64520482624278e-18,0.015725657535427297,-0.02845714141566166,-0.0030680220523662685,0.031451315070854524,1.4186338624650947e-16,1.2146459998373854e-16,6.959770111416399e-5,4.4635405538813115e-15,5.930993192282394e-15
0.16000000000000003,1.5445977830097496e-17,0.1,0.12,0.10240027276328337,0.045459295781126736,0.09973783918397883,0.20483054552656674,2.2320638757259102e-17,1.9144221978386865e-17,9.71445146547012e-17,-2.7546895527763144e-17,-2.64520482624278e-18,0.01581083077904658,-0.028436621287276573,-0.0032718235019309704,0.0316216615580931,1.4219584718421497e-16,1.3062409142931658e-16,6.959770111450679e-5,5.0174135106104385e-15,7.654741657813288e-15
0.17000000000000004,1.641742297664451e-17,0.1,0.12,0.10255880288365174,0.0451750367409391,0.09970410225525876,0.20514760576730348,2.3739619681645668e-17,2.0428924998837788e-17,9.71445146547012e-17,-2.7546895527763144e-17,3.708589280014854e-18,0.015895031513418097,-0.028415003817939745,-0.00347554969661309,0.03179006302683607,1.4059975911130177e-16,1.2652011847403943e-16,6.959770111485087e-5,5.585736517871023e-15,5.259485384142258e-15
0.18000000000000005,1.7388868123191522e-17,0.1,0.12,0.10271817016397423,0.04489099936440897,0.09966832844103232,0.20546634032794844,2.5149032705448803e-17,2.1643247814844744e-17,9.71445146547012e-17,-2.7546895527763144e-17,-1.6835745129246313e-17,0.015978263373774573,-0.028392288451857508,-0.0036792005950241273,0.031956526747549015,1.4081932934002507e-16,1.081688171998403e-16,6.959770111518455e-5,6.1389297925841346e-15,4.8531813086999496e-15
0.19000000000000006,1.8360313269738535e-17,0.1,0.12,0.10287836493358551,0.04460719463384662,0.09963051849453637,0.205786729867171,2.6553498203215688e-17,2.280367741867153e-17,9.71445146547012e-17,-2.7546895527763144e-17,-1.709336881121781e-17,0.01606052997076634,-0.0283684744979483,-0.0038827761393690147,0.032121059941532595,1.4064600036918252e-16,1.0874085257970175e-16,6.959770111552892e-5,6.6915055170290494e-15,4.26889392810206e-15
0.20000000000000007,1.9331758416285548e-17,0.1,0.12,0.10303937755779315,0.04432363353914808,0.09959067316967934,0.20610875511558627,2.7960259748963585e-17,2.3767745144040795e-17,9.71445146547012e-17,-2.7546895527763144e-17,-1.4900335676155772e-17,0.016141834887898845,-0.02834356113020159,-0.004086276252661126,0.03228366977579761,1.419179595875185e-16,8.776945382308639e-17,6.959770111587401e-5,7.252134209095345e-15,6.488147453256823e-15
0.21000000000000008,2.030320356283256e-17,0.1,0.12,0.10320119843759357,0.04404032707914253,0.09954879322124709,0.2064323968751871,2.93788313913274e-17,2.470377436366431e-17,9.71445146547012e-17,-2.7546895527763144e-17,-2.5301314721772105e-17,0.016222181679036454,-0.028317547388072344,-0.004289700835946082,0.03244436335807282,1.4235791161150359e-16,1.0212943479147262e-16,6.959770111621938e-5,7.803293708593003e-15,5.6977234301558616e-15
0.22000000000000008,2.1274648709379573e-17,0.1,0.12,0.1033638180093635,0.043757286262935464,0.09950487940513635,0.206757636018727,3.079772740781923e-17,2.5685501776910654e-17,9.71445146547012e-17,-2.7546895527763144e-17,-2.3108281586710066e-17,0.016301573865972287,-0.028290432176910577,-0.004493049765534497,0.032603147731944504,1.4250357878775273e-16,1.0658844826903665e-16,6.959770111655849e-5,8.357725988435371e-15,7.345308923052436e-15
0.2300000000000001,2.2246093855926586e-17,0.1,0.12,0.10352722674452741,0.043474522111247506,0.09945893247861595,0.2070844534890548,3.221566649718815e-17,2.674042109392571e-17,9.71445146547012e-17,-2.7546895527763144e-17,-8.91774128370653e-18,0.016380014936063232,-0.02826221426842566,-0.004696322890243562,0.03276002987212642,1.418841551359695e-16,1.0359715107281203e-16,6.959770111690102e-5,8.915954194688689e-15,3.3169254485767794e-15
0.2400000000000001,2.32175390024736e-17,0.1,0.12,0.10369141514920148,0.043192045657748306,0.09941095320061548,0.20741283029840293,3.363868409943262e-17,2.776819758609649e-17,9.71445146547012e-17,-2.7546895527763144e-17,-2.285065790473857e-17,0.01645750833992915,-0.028232892301185038,-0.004899520028647722,0.03291501667985834,1.4204398505005553e-16,9.725951615807591e-17,6.959770111723811e-5,9.457503395138908e-15,6.01053584629242e-15
0.2500000000000001,2.4188984149020612e-17,0.1,0.12,0.1038563737638151,0.04290986795038536,0.0993609423320414,0.20774274752763017,3.5055522803766837e-17,2.8704388397635224e-17,9.71445146547012e-17,-2.7546895527763144e-17,-2.285065790473857e-17,0.0165340574892165,-0.02820246478114697,-0.005102640966338205,0.033068114978433004,1.413893150635066e-16,8.319778769605813e-17,6.959770111757123e-5,1.0016020157688876e-14,4.808852801042303e-15
0.2600000000000001,2.5160429295567625e-17,0.1,0.12,0.10402209316271015,0.04262800005270727,0.09930890063612056,0.20807418632542027,3.64639062122646e-17,2.95007006304519e-17,9.71445146547012e-17,-2.7546895527763144e-17,-3.2994013268383407e-17,0.016609665754424328,-0.028170930082227055,-0.0053056854531920465,0.033219331508848676,1.4120429919635737e-16,9.083369822675099e-17,6.959770111791532e-5,1.0589525512139537e-14,6.090654068120248e-15
0.27000000000000013,2.6131874442114638e-17,0.1,0.12,0.10418856395371895,0.04234645304518122,0.09925482887877096,0.20840712790743787,3.787108513935659e-17,3.0318938577707335e-17,9.71445146547012e-17,-2.7546895527763144e-17,-2.2593034222767074e-17,0.016684336462793374,-0.02813828644689817,-0.005508653200649829,0.03336867292558678,1.4027912737584113e-16,8.918130547088004e-17,6.959770111825185e-5,1.1150397251350304e-14,4.841600976132889e-15
0.28000000000000014,2.710331958866165e-17,0.1,0.12,0.10435577677772138,0.04206523802650424,0.09919872782899969,0.20874155355544274,3.9278056116049205e-17,3.1221716798091446e-17,9.71445146547012e-17,-2.7546895527763144e-17,-2.2593034222767074e-17,0.0167580728962569,-0.02810453198682358,-0.005711543879003022,0.0335161457925138,1.4092171764533524e-16,9.596216392449186e-17,6.959770111860919e-5,1.1707324215925611e-14,3.3619887388441526e-15
0.29000000000000015,2.807476473520866e-17,0.1,0.12,0.1045237223081818,0.041784366114908024,0.09914059825932793,0.20907744461636357,4.0692482828287046e-17,3.213006763109455e-17,9.71445146547012e-17,-2.7546895527763144e-17,-1.219205517715074e-17,0.016830878289451946,-0.028069664683522948,-0.005914357114690159,0.033661756578903905,1.42180006476201e-16,8.520614435658864e-17,6.959770111894673e-5,1.2264240007488402e-14,6.8674324377197794e-15
0.30000000000000016,2.904620988175567e-17,0.1,0.12,0.10469239125066639,0.04150384844945689,0.09908044094624298,0.20941478250133275,4.211540574044206e-17,3.292730324628388e-17,9.71445146547012e-17,-2.7546895527763144e-17,-1.7910761315344075e-18,0.016902755827791455,-0.028033682389071116,-0.006117092487602664,0.033805511655582904,1.4189131242017453e-16,7.403921963285274e-17,6.95977011193096e-5,1.2816487851498855e-14,1.8454917063571316e-14
0.31000000000000016,3.001765502830268e-17,0.1,0.12,0.10486177434234152,0.041223696191338595,0.09901825667067714,0.20975354868468302,4.3532326739314047e-17,3.364225625824569e-17,9.71445146547012e-17,-2.7546895527763144e-17,6.1592460970483905e-18,0.01697370864559554,-0.02799658282682875,-0.006319749528399321,0.03394741729119107,1.4216016818303844e-16,5.917922710967237e-17,6.959770111964116e-5,1.3387241325502955e-14,1.0109906492017785e-14
0.3200000000000002,3.098910017484969e-17,0.1,0.12,0.10503186235145377,0.04094392052514769,0.09895404621851345,0.21009372470290752,4.494960854263422e-17,3.425874900781101e-17,9.71445146547012e-17,-2.7546895527763144e-17,1.6302601460693224e-17,0.017043739824281392,-0.0279583635922066,-0.006522327715830475,0.03408747964856279,1.4175086091154594e-16,5.234158064014211e-17,6.95977011199858e-5,1.3944088125954522e-14,1.260417452652245e-14
0.3300000000000002,3.19605453213967e-17,0.1,0.12,0.10520264607679201,0.04066453266016108,0.09888781038111812,0.210435292153584,4.637275194840033e-17,3.4806865292681025e-17,9.71445146547012e-17,-2.7546895527763144e-17,1.4109568325631185e-17,0.01711285239061136,-0.027919022153459785,-0.006724826474071162,0.034225704781222784,1.4250851057616115e-16,4.739871479930544e-17,6.959770112032677e-5,1.450414724147865e-14,6.320664213744784e-15
