
".MODEL_1.Last_Run.PART_5_XFORM.TIME"	".MODEL_1.Last_Run.PART_5_XFORM.X"	".MODEL_1.Last_Run.PART_5_XFORM.Y"	".MODEL_1.Last_Run.PART_5_XFORM.Z"	".MODEL_1.Last_Run.PART_5_XFORM.PSI"	".MODEL_1.Last_Run.PART_5_XFORM.THETA"	".MODEL_1.Last_Run.PART_5_XFORM.PHI"	".MODEL_1.Last_Run.PART_5_XFORM.VX"	".MODEL_1.Last_Run.PART_5_XFORM.VY"	".MODEL_1.Last_Run.PART_5_XFORM.VZ"	".MODEL_1.Last_Run.PART_5_XFORM.WX"	".MODEL_1.Last_Run.PART_5_XFORM.WY"	".MODEL_1.Last_Run.PART_5_XFORM.WZ"	".MODEL_1.Last_Run.PART_5_XFORM.ACCX"	".MODEL_1.Last_Run.PART_5_XFORM.ACCY"	".MODEL_1.Last_Run.PART_5_XFORM.ACCZ"	".MODEL_1.Last_Run.PART_5_XFORM.WDX"	".MODEL_1.Last_Run.PART_5_XFORM.WDY"	".MODEL_1.Last_Run.PART_5_XFORM.WDZ"
3.050000e+00	1.253318e-01	-2.610356e-02	-1.127896e-01	-8.752960e+01	3.450817e+01	9.546564e+01	-6.270499e-03	3.409486e-02	-1.588747e-02	-3.498836e+00	-6.144692e+00	-1.438860e+01	-7.014111e-02	2.886518e-02	4.085631e-02	2.080227e+00	1.522891e+01	-9.384291e+00
3.100000e+00	1.248467e-01	-2.432784e-02	-1.134812e-01	-8.852652e+01	3.477130e+01	9.577701e+01	-9.779172e-03	3.548530e-02	-1.380366e-02	-3.378792e+00	-5.362918e+00	-1.482333e+01	-7.007689e-02	2.818248e-02	4.153920e-02	2.545228e+00	1.560141e+01	-8.670688e+00
3.150000e+00	1.241867e-01	-2.248561e-02	-1.140667e-01	-8.952340e+01	3.499771e+01	9.606495e+01	-1.327122e-02	3.683552e-02	-1.168999e-02	-3.236418e+00	-4.565233e+00	-1.522047e+01	-6.972063e-02	2.742086e-02	4.215470e-02	3.004438e+00	1.591416e+01	-7.921583e+00
3.200000e+00	1.233533e-01	-2.057917e-02	-1.145450e-01	-9.051931e+01	3.518641e+01	9.633046e+01	-1.673203e-02	3.814152e-02	-9.549951e-03	-3.072131e+00	-3.754742e+00	-1.557843e+01	-6.907256e-02	2.657504e-02	4.270187e-02	3.455104e+00	1.616471e+01	-7.141294e+00
3.250000e+00	1.223488e-01	-1.861103e-02	-1.149149e-01	-9.151325e+01	3.533653e+01	9.657458e+01	-2.014712e-02	3.939909e-02	-7.387075e-03	-2.886472e+00	-2.934653e+00	-1.589586e+01	-6.813560e-02	2.564009e-02	4.317939e-02	3.894513e+00	1.635116e+01	-6.334397e+00
3.300000e+00	1.211761e-01	-1.658391e-02	-1.151755e-01	-9.250417e+01	3.544739e+01	9.679839e+01	-2.350227e-02	4.060385e-02	-5.204974e-03	-2.680098e+00	-2.108240e+00	-1.617165e+01	-6.691536e-02	2.461161e-02	4.358550e-02	4.320028e+00	1.647215e+01	-5.505668e+00
3.350000e+00	1.198387e-01	-1.450073e-02	-1.153261e-01	-9.349098e+01	3.551843e+01	9.700300e+01	-2.678368e-02	4.175122e-02	-3.007359e-03	-2.453785e+00	-1.278823e+00	-1.640495e+01	-6.542005e-02	2.348582e-02	4.391801e-02	4.729117e+00	1.652689e+01	-4.660023e+00
3.400000e+00	1.183412e-01	-1.236464e-02	-1.153662e-01	-9.447250e+01	3.554924e+01	9.718952e+01	-2.997805e-02	4.283653e-02	-7.980567e-04	-2.208414e+00	-4.497355e-01	-1.659515e+01	-6.366030e-02	2.225981e-02	4.417435e-02	5.119383e+00	1.651519e+01	-3.802460e+00
3.450000e+00	1.166883e-01	-1.017901e-02	-1.152955e-01	-9.544757e+01	3.553959e+01	9.735907e+01	-3.307273e-02	4.385503e-02	1.418970e-03	-1.944967e+00	3.757072e-01	-1.674191e+01	-6.164909e-02	2.093161e-02	4.435156e-02	5.488593e+00	1.643742e+01	-2.937992e+00
3.500000e+00	1.148856e-01	-7.947411e-03	-1.151138e-01	-9.641495e+01	3.548941e+01	9.751273e+01	-3.605578e-02	4.480192e-02	3.639607e-03	-1.664522e+00	1.194232e+00	-1.684514e+01	-5.940144e-02	1.950036e-02	4.444638e-02	5.834703e+00	1.629454e+01	-2.071589e+00
3.550000e+00	1.129392e-01	-5.673665e-03	-1.148212e-01	-9.737340e+01	3.539876e+01	9.765160e+01	-3.891612e-02	4.567244e-02	5.859578e-03	-1.368240e+00	2.002639e+00	-1.690500e+01	-5.693422e-02	1.796637e-02	4.445533e-02	6.155882e+00	1.608803e+01	-1.208118e+00
3.600000e+00	1.108558e-01	-3.361793e-03	-1.144180e-01	-9.832162e+01	3.526790e+01	9.777672e+01	-4.164359e-02	4.646189e-02	8.074439e-03	-1.057355e+00	2.797825e+00	-1.692188e+01	-5.426588e-02	1.633120e-02	4.437477e-02	6.450530e+00	1.581992e+01	-3.522873e-01
3.650000e+00	1.086424e-01	-1.016027e-03	-1.139048e-01	-9.925833e+01	3.509722e+01	9.788908e+01	-4.422899e-02	4.716570e-02	1.027958e-02	-7.331691e-01	3.576809e+00	-1.689640e+01	-5.141615e-02	1.459772e-02	4.420103e-02	6.717297e+00	1.549269e+01	4.914103e-01
3.700000e+00	1.063065e-01	1.359196e-03	-1.132823e-01	-1.001822e+02	3.488725e+01	9.798964e+01	-4.666413e-02	4.777950e-02	1.247020e-02	-3.970369e-01	4.336755e+00	-1.682941e+01	-4.840573e-02	1.277010e-02	4.393054e-02	6.955090e+00	1.510927e+01	1.318743e+00
3.750000e+00	1.038560e-01	3.759250e-03	-1.125516e-01	-1.010920e+02	3.463869e+01	9.807926e+01	-4.894193e-02	4.829917e-02	1.464138e-02	-5.035619e-02	5.074991e+00	-1.672193e+01	-4.525601e-02	1.085380e-02	4.355987e-02	7.163081e+00	1.467297e+01	2.125783e+00
3.800000e+00	1.012990e-01	6.179330e-03	-1.117139e-01	-1.019862e+02	3.435235e+01	9.815876e+01	-5.105635e-02	4.872088e-02	1.678803e-02	3.054431e-01	5.789025e+00	-1.657519e+01	-4.198871e-02	8.855529e-03	4.308592e-02	7.340712e+00	1.418743e+01	2.908945e+00
3.850000e+00	9.864404e-02	8.614472e-03	-1.107707e-01	-1.028637e+02	3.402919e+01	9.822886e+01	-5.300246e-02	4.904117e-02	1.890493e-02	6.689107e-01	6.476561e+00	-1.639056e+01	-3.862563e-02	6.783117e-03	4.250598e-02	7.487687e+00	1.365655e+01	3.665015e+00
3.900000e+00	9.589963e-02	1.105957e-02	-1.097239e-01	-1.037230e+02	3.367028e+01	9.829016e+01	-5.477639e-02	4.925697e-02	2.098677e-02	1.038587e+00	7.135506e+00	-1.616956e+01	-3.518831e-02	4.645464e-03	4.181783e-02	7.603973e+00	1.308442e+01	4.391173e+00
3.950000e+00	9.307457e-02	1.350939e-02	-1.085755e-01	-1.045628e+02	3.327680e+01	9.834319e+01	-5.637536e-02	4.936567e-02	2.302818e-02	1.413015e+00	7.763981e+00	-1.591381e+01	-3.169781e-02	2.452378e-03	4.101984e-02	7.689781e+00	1.247530e+01	5.085008e+00
4.000000e+00	9.017773e-02	1.595861e-02	-1.073278e-01	-1.053817e+02	3.285003e+01	9.838835e+01	-5.779756e-02	4.936515e-02	2.502372e-02	1.790750e+00	8.360323e+00	-1.562506e+01	-2.817444e-02	2.144344e-04	4.011106e-02	7.745559e+00	1.183351e+01	5.744524e+00
4.050000e+00	8.721803e-02	1.840182e-02	-1.059834e-01	-1.061784e+02	3.239133e+01	9.842593e+01	-5.904221e-02	4.925377e-02	2.696796e-02	2.170369e+00	8.923089e+00	-1.530510e+01	-2.463755e-02	-2.057183e-03	3.909122e-02	7.771973e+00	1.116337e+01	6.368140e+00
4.100000e+00	8.420437e-02	2.083356e-02	-1.045451e-01	-1.069514e+02	3.190216e+01	9.845608e+01	-6.010939e-02	4.903048e-02	2.885549e-02	2.550485e+00	9.451052e+00	-1.495581e+01	-2.110535e-02	-4.350856e-03	3.796081e-02	7.769884e+00	1.046919e+01	6.954686e+00
4.150000e+00	8.114562e-02	2.324834e-02	-1.030160e-01	-1.076994e+02	3.138404e+01	9.847882e+01	-6.100009e-02	4.869473e-02	3.068098e-02	2.929750e+00	9.943198e+00	-1.457909e+01	-1.759478e-02	-6.654701e-03	3.672110e-02	7.740333e+00	9.755196e+00	7.503381e+00
4.200000e+00	7.805058e-02	2.564068e-02	-1.013996e-01	-1.084208e+02	3.083854e+01	9.849399e+01	-6.171606e-02	4.824657e-02	3.243917e-02	3.306867e+00	1.039872e+01	-1.417685e+01	-1.412137e-02	-8.956740e-03	3.537412e-02	7.684512e+00	9.025452e+00	8.013818e+00
4.250000e+00	7.492791e-02	2.800512e-02	-9.969933e-02	-1.091142e+02	3.026730e+01	9.850132e+01	-6.225978e-02	4.768659e-02	3.412497e-02	3.680594e+00	1.081701e+01	-1.375101e+01	-1.069921e-02	-1.124507e-02	3.392267e-02	7.603747e+00	8.283869e+00	8.485939e+00
4.300000e+00	7.178613e-02	3.033625e-02	-9.791916e-02	-1.097780e+02	2.967197e+01	9.850032e+01	-6.263436e-02	4.701592e-02	3.573344e-02	4.049754e+00	1.119764e+01	-1.330348e+01	-7.340875e-03	-1.350800e-02	3.237026e-02	7.499472e+00	7.534148e+00	8.919997e+00
4.350000e+00	6.863357e-02	3.262873e-02	-9.606315e-02	-1.104105e+02	2.905428e+01	9.849035e+01	-6.284350e-02	4.623627e-02	3.725984e-02	4.413237e+00	1.154036e+01	-1.283613e+01	-4.057423e-03	-1.573420e-02	3.072109e-02	7.373203e+00	6.779759e+00	9.316530e+00
4.400000e+00	6.547836e-02	3.487734e-02	-9.413559e-02	-1.110101e+02	2.841594e+01	9.847055e+01	-6.289136e-02	4.534982e-02	3.869968e-02	4.770006e+00	1.184511e+01	-1.235079e+01	-8.584247e-04	-1.791285e-02	2.898000e-02	7.226522e+00	6.023920e+00	9.676321e+00
4.450000e+00	6.232840e-02	3.707697e-02	-9.214101e-02	-1.115748e+02	2.775870e+01	9.843987e+01	-6.278256e-02	4.435928e-02	4.004872e-02	5.119099e+00	1.211194e+01	-1.184926e+01	2.247995e-03	-2.003367e-02	2.715238e-02	7.061052e+00	5.269588e+00	1.000036e+01
4.500000e+00	5.919134e-02	3.922266e-02	-9.008411e-02	-1.121026e+02	2.708433e+01	9.839698e+01	-6.252204e-02	4.326780e-02	4.130300e-02	5.459630e+00	1.234106e+01	-1.133325e+01	5.255090e-03	-2.208709e-02	2.524413e-02	6.878435e+00	4.519448e+00	1.028979e+01
4.550000e+00	5.607458e-02	4.130963e-02	-8.796976e-02	-1.125914e+02	2.639458e+01	9.834034e+01	-6.211505e-02	4.207900e-02	4.245888e-02	5.790794e+00	1.253279e+01	-1.080442e+01	8.157402e-03	-2.406423e-02	2.326158e-02	6.680318e+00	3.775920e+00	1.054591e+01
4.600000e+00	5.298522e-02	4.333327e-02	-8.580303e-02	-1.130389e+02	2.569123e+01	9.826810e+01	-6.156705e-02	4.079686e-02	4.351303e-02	6.111861e+00	1.268758e+01	-1.026436e+01	1.095066e-02	-2.595701e-02	2.121141e-02	6.468335e+00	3.041155e+00	1.077008e+01
4.650000e+00	4.993012e-02	4.528920e-02	-8.358911e-02	-1.134423e+02	2.497605e+01	9.817810e+01	-6.088369e-02	3.942574e-02	4.446245e-02	6.422181e+00	1.280596e+01	-9.714599e+00	1.363166e-02	-2.775812e-02	1.910059e-02	6.244088e+00	2.317055e+00	1.096373e+01
4.700000e+00	4.691580e-02	4.717324e-02	-8.133331e-02	-1.137989e+02	2.425081e+01	9.806785e+01	-6.007073e-02	3.797034e-02	4.530452e-02	6.721181e+00	1.288855e+01	-9.156578e+00	1.619816e-02	-2.946105e-02	1.693633e-02	6.009140e+00	1.605281e+00	1.112830e+01
4.750000e+00	4.394852e-02	4.898147e-02	-7.904109e-02	-1.141055e+02	2.351727e+01	9.793446e+01	-5.913401e-02	3.643562e-02	4.603693e-02	7.008361e+00	1.293604e+01	-8.591674e+00	1.864873e-02	-3.106010e-02	1.472600e-02	5.764999e+00	9.072751e-01	1.126522e+01
4.800000e+00	4.103423e-02	5.071020e-02	-7.671798e-02	-1.143585e+02	2.277719e+01	9.777460e+01	-5.807944e-02	3.482683e-02	4.665777e-02	7.283294e+00	1.294919e+01	-8.021197e+00	2.098264e-02	-3.255030e-02	1.247709e-02	5.513110e+00	2.242788e-01	1.137587e+01
4.850000e+00	3.817859e-02	5.235602e-02	-7.436959e-02	-1.145539e+02	2.203234e+01	9.758448e+01	-5.691292e-02	3.314941e-02	4.716549e-02	7.545621e+00	1.292881e+01	-7.446391e+00	2.319971e-02	-3.392742e-02	1.019714e-02	5.254850e+00	-4.426396e-01	1.146157e+01
4.900000e+00	3.538694e-02	5.391578e-02	-7.200159e-02	-1.146873e+02	2.128446e+01	9.735975e+01	-5.564036e-02	3.140901e-02	4.755889e-02	7.795048e+00	1.287575e+01	-6.868438e+00	2.530022e-02	-3.518793e-02	7.893782e-03	4.991519e+00	-1.092562e+00	1.152355e+01
4.950000e+00	3.266434e-02	5.538662e-02	-6.961969e-02	-1.147535e+02	2.053533e+01	9.709545e+01	-5.426763e-02	2.961143e-02	4.783717e-02	8.031344e+00	1.279092e+01	-6.288467e+00	2.728478e-02	-3.632893e-02	5.574618e-03	4.724337e+00	-1.724694e+00	1.156293e+01
5.000000e+00	3.001556e-02	5.676597e-02	-6.722965e-02	-1.147471e+02	1.978671e+01	9.678594e+01	-5.280059e-02	2.776259e-02	4.799988e-02	8.254334e+00	1.267524e+01	-5.707559e+00	2.915420e-02	-3.734811e-02	3.247269e-03	4.454444e+00	-2.338336e+00	1.158072e+01


