
".MODEL_1.Last_Run.PART_sl_XFORM.TIME"	".MODEL_1.Last_Run.PART_sl_XFORM.X"	".MODEL_1.Last_Run.PART_sl_XFORM.Y"	".MODEL_1.Last_Run.PART_sl_XFORM.Z"	".MODEL_1.Last_Run.PART_sl_XFORM.PSI"	".MODEL_1.Last_Run.PART_sl_XFORM.THETA"	".MODEL_1.Last_Run.PART_sl_XFORM.PHI"	".MODEL_1.Last_Run.PART_sl_XFORM.VX"	".MODEL_1.Last_Run.PART_sl_XFORM.VY"	".MODEL_1.Last_Run.PART_sl_XFORM.VZ"	".MODEL_1.Last_Run.PART_sl_XFORM.WX"	".MODEL_1.Last_Run.PART_sl_XFORM.WY"	".MODEL_1.Last_Run.PART_sl_XFORM.WZ"	".MODEL_1.Last_Run.PART_sl_XFORM.ACCX"	".MODEL_1.Last_Run.PART_sl_XFORM.ACCY"	".MODEL_1.Last_Run.PART_sl_XFORM.ACCZ"	".MODEL_1.Last_Run.PART_sl_XFORM.WDX"	".MODEL_1.Last_Run.PART_sl_XFORM.WDY"	".MODEL_1.Last_Run.PART_sl_XFORM.WDZ"
3.300000e+00	8.384007e-02	5.898355e-18	-5.898355e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-2.275526e-02	-6.825107e-18	6.825107e-18	0.000000e+00	0.000000e+00	0.000000e+00	-4.376900e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
3.350000e+00	8.259505e-02	5.802171e-18	-5.802171e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-2.490031e-02	-6.899371e-18	6.899371e-18	0.000000e+00	0.000000e+00	0.000000e+00	-4.290109e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
3.400000e+00	8.124528e-02	5.705988e-18	-5.705988e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-2.699542e-02	-6.973635e-18	6.973635e-18	0.000000e+00	0.000000e+00	0.000000e+00	-4.190207e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
3.450000e+00	7.979357e-02	5.609804e-18	-5.609804e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-2.903419e-02	-7.047899e-18	7.047899e-18	0.000000e+00	0.000000e+00	0.000000e+00	-4.077538e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
3.500000e+00	7.824305e-02	5.513621e-18	-5.513621e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-3.101045e-02	-7.122164e-18	7.122164e-18	0.000000e+00	0.000000e+00	0.000000e+00	-3.952518e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
3.550000e+00	7.659714e-02	5.417437e-18	-5.417437e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-3.291826e-02	-7.196428e-18	7.196428e-18	0.000000e+00	0.000000e+00	0.000000e+00	-3.815626e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
3.600000e+00	7.485954e-02	5.321253e-18	-5.321253e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-3.475196e-02	-7.270692e-18	7.270692e-18	0.000000e+00	0.000000e+00	0.000000e+00	-3.667399e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
3.650000e+00	7.303423e-02	5.225070e-18	-5.225070e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-3.650617e-02	-7.344956e-18	7.344956e-18	0.000000e+00	0.000000e+00	0.000000e+00	-3.508422e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
3.700000e+00	7.112544e-02	5.128886e-18	-5.128886e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-3.817583e-02	-7.419220e-18	7.419220e-18	0.000000e+00	0.000000e+00	0.000000e+00	-3.339323e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
3.750000e+00	6.913763e-02	5.032703e-18	-5.032703e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-3.975621e-02	-7.493485e-18	7.493485e-18	0.000000e+00	0.000000e+00	0.000000e+00	-3.160765e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
3.800000e+00	6.707548e-02	4.936519e-18	-4.936519e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.124293e-02	-7.567749e-18	7.567749e-18	0.000000e+00	0.000000e+00	0.000000e+00	-2.973432e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
3.850000e+00	6.494389e-02	4.840336e-18	-4.840336e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.263194e-02	-7.642013e-18	7.642013e-18	0.000000e+00	0.000000e+00	0.000000e+00	-2.778031e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
3.900000e+00	6.274791e-02	4.744152e-18	-4.744152e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.391958e-02	-7.716277e-18	7.716277e-18	0.000000e+00	0.000000e+00	0.000000e+00	-2.575277e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
3.950000e+00	6.049278e-02	4.647969e-18	-4.647969e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.510253e-02	-7.790541e-18	7.790541e-18	0.000000e+00	0.000000e+00	0.000000e+00	-2.365888e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.000000e+00	5.818389e-02	4.551785e-18	-4.551785e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.617782e-02	-7.864805e-18	7.864805e-18	0.000000e+00	0.000000e+00	0.000000e+00	-2.150582e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.050000e+00	5.582675e-02	4.455602e-18	-4.455602e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.714285e-02	-7.939070e-18	7.939070e-18	0.000000e+00	0.000000e+00	0.000000e+00	-1.930065e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.100000e+00	5.342698e-02	4.359418e-18	-4.359418e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.799537e-02	-8.013334e-18	8.013334e-18	0.000000e+00	0.000000e+00	0.000000e+00	-1.705036e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.150000e+00	5.099031e-02	4.263235e-18	-4.263235e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.873346e-02	-8.087598e-18	8.087598e-18	0.000000e+00	0.000000e+00	0.000000e+00	-1.476173e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.200000e+00	4.852253e-02	4.167051e-18	-4.167051e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.935552e-02	-8.161862e-18	8.161862e-18	0.000000e+00	0.000000e+00	0.000000e+00	-1.244137e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.250000e+00	4.602951e-02	4.070868e-18	-4.070868e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.986031e-02	-8.236126e-18	8.236126e-18	0.000000e+00	0.000000e+00	0.000000e+00	-1.009569e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.300000e+00	4.351717e-02	3.974684e-18	-3.974684e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-5.024685e-02	-8.310391e-18	8.310391e-18	0.000000e+00	0.000000e+00	0.000000e+00	-7.730857e-03	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.350000e+00	4.099145e-02	3.878500e-18	-3.878500e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-5.051449e-02	-8.384655e-18	8.384655e-18	0.000000e+00	0.000000e+00	0.000000e+00	-5.352843e-03	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.400000e+00	3.845830e-02	3.782317e-18	-3.782317e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-5.066286e-02	-8.458919e-18	8.458919e-18	0.000000e+00	0.000000e+00	0.000000e+00	-2.967390e-03	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.450000e+00	3.592371e-02	3.686133e-18	-3.686133e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-5.069186e-02	-8.533183e-18	8.533183e-18	0.000000e+00	0.000000e+00	0.000000e+00	-5.800447e-04	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.500000e+00	3.339363e-02	3.589950e-18	-3.589950e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-5.060167e-02	-8.607447e-18	8.607447e-18	0.000000e+00	0.000000e+00	0.000000e+00	1.803826e-03	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.550000e+00	3.087399e-02	3.493766e-18	-3.493766e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-5.039272e-02	-8.681712e-18	8.681712e-18	0.000000e+00	0.000000e+00	0.000000e+00	4.179002e-03	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.600000e+00	2.837071e-02	3.397583e-18	-3.397583e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-5.006570e-02	-8.755976e-18	8.755976e-18	0.000000e+00	0.000000e+00	0.000000e+00	6.540382e-03	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.650000e+00	2.588963e-02	3.301399e-18	-3.301399e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.962156e-02	-8.830240e-18	8.830240e-18	0.000000e+00	0.000000e+00	0.000000e+00	8.882940e-03	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.700000e+00	2.343655e-02	3.205216e-18	-3.205216e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.906147e-02	-8.904504e-18	8.904504e-18	0.000000e+00	0.000000e+00	0.000000e+00	1.120169e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.750000e+00	2.101721e-02	3.109032e-18	-3.109032e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.838689e-02	-8.978768e-18	8.978768e-18	0.000000e+00	0.000000e+00	0.000000e+00	1.349162e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.800000e+00	1.863723e-02	3.012849e-18	-3.012849e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.759951e-02	-9.053032e-18	9.053032e-18	0.000000e+00	0.000000e+00	0.000000e+00	1.574767e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.850000e+00	1.630217e-02	2.916665e-18	-2.916665e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.670127e-02	-9.127297e-18	9.127297e-18	0.000000e+00	0.000000e+00	0.000000e+00	1.796469e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.900000e+00	1.401745e-02	2.820482e-18	-2.820482e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.569441e-02	-9.201561e-18	9.201561e-18	0.000000e+00	0.000000e+00	0.000000e+00	2.013737e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
4.950000e+00	1.178838e-02	2.724298e-18	-2.724298e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.458140e-02	-9.275825e-18	9.275825e-18	0.000000e+00	0.000000e+00	0.000000e+00	2.226021e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00
5.000000e+00	9.620129e-03	2.628115e-18	-2.628115e-18	-7.016709e-15	0.000000e+00	0.000000e+00	-4.336502e-02	-9.350089e-18	9.350089e-18	0.000000e+00	0.000000e+00	0.000000e+00	2.432750e-02	-1.485284e-18	1.485284e-18	0.000000e+00	0.000000e+00	0.000000e+00


