t,F,F
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-1.5259399
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259203
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
