t,F,F
1.513671875,1.5259202,-9.89437E-06
1.515625,1.5259202,1.5259202
1.517578125,1.5259202,1.5259202
1.51953125,1.5259202,1.5259202
1.521484375,1.5259202,1.5259202
1.5234375,1.5259202,1.5259202
1.525390625,1.5259203,1.5259202
1.52734375,1.5259202,1.5259202
1.529296875,1.5259202,1.5259202
1.53125,1.5259202,1.5259202
1.533203125,1.5259202,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,1.5259202
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
,,-9.89437E-06
