X,Y,Z
4542.232897,745.6684816,1404.55695
4543.405018,747.6989493,1404.577409
4544.57714,749.7294252,1404.597869
4545.749263,751.7599095,1404.618328
4546.921388,753.7904007,1404.638788
4548.093514,755.8208964,1404.659247
4549.265638,757.8513937,1404.679707
4550.43776,759.8818892,1404.700166
4551.609878,761.9123799,1404.720626
4552.781991,763.9428631,1404.741085
4553.954099,765.9733372,1404.761544
4555.126201,768.0038015,1404.782003
4556.298299,770.0342573,1404.802462
4557.470395,772.0647077,1404.822921
4558.642493,774.0951582,1404.84338
4559.814598,776.1256171,1404.863839
4560.986617,778.1559503,1404.884297
4562.154754,780.1886507,1404.904687
4563.315965,782.2250597,1404.924957
4564.471444,784.2653994,1404.945126
4565.621986,786.3081665,1404.965209
4566.769375,788.3527076,1404.985238
4567.915568,790.3979195,1405.005245
4569.062795,792.4425509,1405.02527
4570.213498,794.4852276,1405.045355
4571.370262,796.5244757,1405.065546
4572.535758,798.5587434,1405.08589
4573.712671,800.5864236,1405.106432
4574.903638,802.6058765,1405.12722
4576.111183,804.6154547,1405.148298
4577.337656,806.6135315,1405.169705
4578.585169,808.5985327,1405.19148
4579.855547,810.5689723,1405.213654
4581.150272,812.5234931,1405.236254
4582.470443,814.4609108,1405.259297
4583.816736,816.3802619,1405.282797
4585.191031,818.2796314,1405.306785
4586.601958,820.1519401,1405.331411
4588.051409,821.9945734,1405.356707
4589.540011,823.8057159,1405.382685
4591.067174,825.5844488,1405.409335
4592.633084,827.3291355,1405.436662
4594.237962,829.0380379,1405.46467
4595.880989,830.7102766,1405.493346
4597.561328,832.3450006,1405.522674
4599.278126,833.9413775,1405.552641
4601.030508,835.4985941,1405.583229
4602.817582,837.0158566,1405.614424
4604.638439,838.4923914,1405.64621
4606.492153,839.9274452,1405.67857
4608.377781,841.3202858,1405.711487
4610.294362,842.6702021,1405.744944
4612.240921,843.9765052,1405.778925
4614.216469,845.2385281,1405.813412
4616.22,846.4556267,1405.848386
4618.250495,847.6271801,1405.88383
4620.306922,848.7525911,1405.919727
4622.388234,849.8312864,1405.956057
4624.493608,850.8630257,1405.992806
4626.621031,851.8473727,1406.02994
4628.769803,852.784065,1406.067447
4630.939506,853.6727881,1406.105319
4633.128187,854.512456,1406.143522
4635.33521,855.3026367,1406.182045
4637.559349,856.0432604,1406.220868
4639.799381,856.7343103,1406.259967
4642.054097,857.3758216,1406.299323
4644.322298,857.9678792,1406.338915
4646.6028,858.5106151,1406.378721
4648.894439,859.0042053,1406.418721
4651.19607,859.4488668,1406.458896
4653.506571,859.8448542,1406.499226
4655.824843,860.1924558,1406.539692
4658.149813,860.4919901,1406.580275
4660.480981,860.7440002,1406.620652
4662.816034,860.9507722,1406.661412
4665.154464,861.1150468,1406.702229
4667.495344,861.2396354,1406.743089
4669.837893,861.3274234,1406.783977
4672.181464,861.3813345,1406.824884
4674.52558,861.4046073,1406.865801
4676.86979,861.4023394,1406.906719
4679.213893,861.3796629,1406.947635
4681.557826,861.3426697,1406.988549
4683.901631,861.2985285,1407.02946
4686.245378,861.2513714,1407.07037
4688.589123,861.2041193,1407.111281
4690.932828,861.1567103,1407.15219
4693.276433,861.1089211,1407.193098
4695.619884,861.0607545,1407.234003
4697.964049,861.0121944,1407.274921
4700.30776,860.9632667,1407.31583
4702.651463,860.9139636,1407.35674
4704.995159,860.8642866,1407.397649
4707.338847,860.8142372,1407.438559
4709.682526,860.7638167,1407.479468
4712.026198,860.7130262,1407.520377
4714.369862,860.6618668,1407.561286
4716.713517,860.6103397,1407.602194
4719.057165,860.5584458,1407.643103
4721.400804,860.5061861,1407.684011
4723.744436,860.4535613,1407.72492
4726.088059,860.4005722,1407.765828
4728.431674,860.3472195,1407.806736
4730.77528,860.293504,1407.847644
4733.118878,860.239426,1407.888552
4735.462468,860.1849863,1407.929459
4737.806049,860.1301852,1407.970367
4740.149622,860.0750233,1408.011274
4742.493187,860.0195008,1408.052181
4744.836742,859.9636181,1408.093088
4747.180289,859.9073754,1408.133995
4749.523828,859.8507731,1408.174902
4751.867358,859.7938114,1408.215808
4754.210878,859.7364904,1408.256714
4756.554391,859.6788102,1408.297621
4758.897894,859.6207709,1408.338527
4761.241388,859.5623727,1408.379433
4763.584873,859.5036155,1408.420338
4765.92835,859.4444995,1408.461244
4768.271817,859.3850244,1408.502149
4770.615275,859.3251905,1408.543055
4772.958723,859.2649975,1408.58396
4775.302163,859.2044454,1408.624865
4777.645593,859.1435341,1408.665769
4779.989014,859.0822636,1408.706674
4782.332426,859.0206336,1408.747579
4784.675828,858.9586441,1408.788483
4787.01922,858.896295,1408.829387
4789.362603,858.833586,1408.870291
4791.705976,858.770517,1408.911195
4794.04934,858.7070879,1408.952098
4796.392694,858.6432985,1408.993002
4798.736038,858.5791485,1409.033905
4801.079373,858.5146379,1409.074808
4803.422698,858.4497664,1409.115711
4805.766012,858.3845339,1409.156614
4808.109317,858.3189402,1409.197516
4810.452612,858.2529851,1409.238419
4812.795897,858.1866684,1409.279321
4815.139171,858.1199899,1409.320223
4817.482436,858.0529496,1409.361125
4819.82569,857.9855473,1409.402026
4822.168934,857.9177827,1409.442928
4824.512168,857.8496557,1409.483829
4826.855392,857.7811663,1409.52473
4829.198605,857.7123143,1409.565631
4831.541807,857.6430996,1409.606532
4833.884999,857.573522,1409.647432
4836.228181,857.5035814,1409.688333
4838.571352,857.4332779,1409.729233
4840.914512,857.3626113,1409.770133
4843.257661,857.2915815,1409.811033
4845.6008,857.2201885,1409.851932
4847.943927,857.1484322,1409.892832
4850.287044,857.0763127,1409.933731
4852.63015,857.0038298,1409.97463
4854.973244,856.9309837,1410.015529
4857.316327,856.8577743,1410.056428
4859.659399,856.7842016,1410.097326
4862.00246,856.7102656,1410.138224
4864.345509,856.6359665,1410.179122
4866.688546,856.5613042,1410.22002
4869.031572,856.4862789,1410.260918
4871.374586,856.4108905,1410.301815
4873.717589,856.3351392,1410.342713
4876.06058,856.259025,1410.38361
4878.403558,856.1825482,1410.424507
4880.746525,856.1057087,1410.465403
4883.089479,856.0285068,1410.5063
4885.432421,855.9509424,1410.547196
4887.775351,855.8730159,1410.588092
4890.118269,855.7947272,1410.628987
4892.461174,855.7160765,1410.669883
4894.804067,855.6370641,1410.710778
4897.146947,855.55769,1410.751673
4899.489814,855.4779543,1410.792568
4901.832668,855.3978573,1410.833463
4904.17551,855.3173991,1410.874357
4906.518339,855.2365797,1410.915252
