X,Y,Z
2801.718362,879.8657214,716.4436765
2799.597183,879.6182849,716.4436765
2797.481258,879.329339,716.4436765
2795.371401,878.9989946,716.4436765
2793.26842,878.6273784,716.4436765
2791.173123,878.2146333,716.4436765
2789.086315,877.7609175,716.4436765
2787.008796,877.2664053,716.4436765
2784.941364,876.7312864,716.4436765
2782.884813,876.1557663,716.4436765
2780.839932,875.5400659,716.4436765
2778.807505,874.8844216,716.4436765
2776.788314,874.189085,716.4436765
2774.783133,873.4543231,716.4436765
2772.792731,872.6804178,716.4436765
2770.817874,871.8676663,716.4436765
2768.859319,871.0163805,716.4436765
2766.917817,870.1268872,716.4436765
2764.994115,869.1995279,716.4436765
2763.08895,868.2346585,716.4436765
2761.203054,867.2326494,716.4436765
2759.33715,866.1938852,716.4436765
2757.491956,865.1187648,716.4436765
2755.668178,864.0077006,716.4436765
2753.866519,862.8611194,716.4436765
2752.087668,861.6794612,716.4436765
2750.332309,860.4631795,716.4436765
2748.601115,859.2127413,716.4436765
2746.894752,857.9286266,716.4436765
2745.213874,856.6113283,716.4436765
2743.559126,855.261352,716.4436765
2741.931143,853.8792159,716.4436765
2740.330551,852.4654506,716.4436765
2738.757964,851.0205989,716.4436765
2737.213986,849.5452152,716.4436765
2735.699209,848.039866,716.4436765
2734.214214,846.505129,716.4436765
2732.759572,844.9415935,716.4436765
2731.335841,843.3498595,716.4436765
2729.943568,841.7305382,716.4436765
2728.583287,840.084251,716.4436765
2727.255519,838.41163,716.4436765
2725.960776,836.7133172,716.4436765
2724.699554,834.9899644,716.4436765
2723.472336,833.2422333,716.4436765
2722.279595,831.4707947,716.4436765
2721.121788,829.6763286,716.4436765
2719.996448,827.8613041,716.4436765
2718.877425,826.0423592,716.4436765
2717.758402,824.2234143,716.4436765
2716.639379,822.4044694,716.4436765
2715.520357,820.5855245,716.4436765
2714.401334,818.7665796,716.4436765
2713.282311,816.9476347,716.4436765
2712.163288,815.1286898,716.4436765
2711.044266,813.3097449,716.4436765
2709.925243,811.4908,716.4436765
2708.80622,809.6718551,716.4436765
2707.687197,807.8529102,716.4436765
2706.568175,806.0339653,716.4436765
2705.449152,804.2150203,716.4436765
2704.330129,802.3960754,716.4436765
2703.211106,800.5771305,716.4436765
2702.092083,798.7581856,716.4436765
2700.973061,796.9392407,716.4436765
2699.854038,795.1202958,716.4436765
2698.735015,793.3013509,716.4436765
2697.615992,791.482406,716.4436765
2696.49697,789.6634611,716.4436765
2695.377947,787.8445162,716.4436765
2694.258924,786.0255713,716.4436765
2693.139901,784.2066264,716.4436765
2692.020879,782.3876815,716.4436765
2690.901856,780.5687366,716.4436765
2689.782833,778.7497917,716.4436765
2688.66381,776.9308468,716.4436765
2687.544788,775.1119019,716.4436765
2686.425765,773.292957,716.4436765
2685.306742,771.4740121,716.4436765
2684.187719,769.6550672,716.4436765
2683.068697,767.8361223,716.4436765
2681.949674,766.0171774,716.4436765
2680.830651,764.1982325,716.4436765
2679.711628,762.3792876,716.4436765
2678.592606,760.5603427,716.4436765
2677.473583,758.7413977,716.4436765
2676.35456,756.9224528,716.4436765
2675.235537,755.1035079,716.4436765
2674.116515,753.284563,716.4436765
2672.997492,751.4656181,716.4436765
2671.878469,749.6466732,716.4436765
2670.759446,747.8277283,716.4436765
2669.640424,746.0087834,716.4436765
2668.521401,744.1898385,716.4436765
2667.402378,742.3708936,716.4436765
2666.283355,740.5519487,716.4436765
2665.164333,738.7330038,716.4436765
