X,Y,Z
2957.323288,-814.827592,975.9848591
2955.045088,-814.6451267,975.9450933
2952.772688,-814.4007586,975.905429
2950.507584,-814.0960455,975.8658922
2948.251144,-813.7326521,975.8265069
2946.004612,-813.3122972,975.7872947
2943.769113,-812.8367143,975.7482753
2941.545664,-812.307619,975.7094665
2939.335189,-811.7266815,975.6708844
2937.138526,-811.0955043,975.6325437
2934.956447,-810.415605,975.5944577
2932.789669,-809.6884031,975.5566392
2930.638869,-808.9152107,975.5190998
2928.504697,-808.0972266,975.4818509
2926.387788,-807.235534,975.4449037
2924.288772,-806.3311005,975.4082691
2922.208289,-805.3847815,975.3719583
2920.14699,-804.3973265,975.3359827
2918.105559,-803.3693946,975.3003541
2916.084714,-802.3015702,975.2650851
2914.085185,-801.194352,975.2301884
2912.107749,-800.0481543,975.1956776
2910.153235,-798.8633052,975.1615671
2908.222537,-797.6400498,975.1278726
2906.316618,-796.3785543,975.0946107
2904.436518,-795.0789132,975.0617997
2902.583359,-793.7411569,975.0294591
2900.758352,-792.3652609,974.9976101
2898.962801,-790.9511567,974.9662754
2897.197687,-789.4983955,974.9354721
2895.46524,-788.007456,974.9052391
2893.766731,-786.4779574,974.8755986
2892.103849,-784.9097904,974.8465801
2890.478339,-783.3029096,974.818214
2888.892033,-781.657306,974.7905323
2887.347155,-779.9730593,974.7635738
2885.845358,-778.2495935,974.7373673
2884.38926,-776.4876782,974.7119587
2882.980945,-774.6879072,974.6873841
2881.621569,-772.8499156,974.6636638
2880.313808,-770.9752734,974.6408446
2879.059741,-769.0642719,974.6189627
2877.855927,-767.121176,974.5979932
2876.661722,-765.1721139,974.5771565
2875.467517,-763.2230519,974.5563198
2874.273312,-761.2739899,974.5354831
2873.079107,-759.3249279,974.5146463
2871.884902,-757.3758659,974.4938096
2870.690698,-755.4268038,974.4729729
2869.496493,-753.4777418,974.4521362
2868.302288,-751.5286798,974.4312995
2867.108083,-749.5796178,974.4104628
2865.913878,-747.6305558,974.389626
2864.719673,-745.6814937,974.3687893
2863.525468,-743.7324317,974.3479526
2862.331263,-741.7833697,974.3271159
2861.137058,-739.8343077,974.3062792
2859.942853,-737.8852457,974.2854424
2858.748649,-735.9361837,974.2646057
2857.554444,-733.9871216,974.243769
2856.360239,-732.0380596,974.2229323
2855.166034,-730.0889976,974.2020956
2853.971829,-728.1399356,974.1812589
2852.777624,-726.1908736,974.1604221
2851.583419,-724.2418115,974.1395854
2850.389214,-722.2927495,974.1187487
2849.195009,-720.3436875,974.097912
2848.000805,-718.3946255,974.0770753
2846.8066,-716.4455635,974.0562385
2845.612395,-714.4965014,974.0354018
2844.41819,-712.5474394,974.0145651
2843.223985,-710.5983774,973.9937284
2842.02978,-708.6493154,973.9728917
2840.835575,-706.7002534,973.952055
2839.64137,-704.7511913,973.9312182
2838.447165,-702.8021293,973.9103815
2837.25296,-700.8530673,973.8895448
2836.058756,-698.9040053,973.8687081
