t,F
1.123046875,1.5259202
1.125,1.5259202
1.126953125,1.5259202
1.12890625,1.5259202
1.130859375,1.5259202
1.1328125,1.5259202
1.134765625,1.5259202
1.13671875,1.5259202
1.138671875,1.5259202
1.140625,1.5259202
1.142578125,1.5259202
1.14453125,1.5259202
1.146484375,1.5259202
1.1484375,1.5259202
1.150390625,1.5259202
1.15234375,1.5259202
1.154296875,1.5259202
1.15625,1.5259202
1.158203125,1.5259202
1.16015625,1.5259202
1.162109375,1.5259202
1.1640625,1.5259202
1.166015625,1.5259202
1.16796875,1.5259202
1.169921875,1.5259202
1.171875,1.5259202
1.173828125,1.5259202
1.17578125,1.5259202
1.177734375,1.5259202
1.1796875,1.5259202
1.181640625,1.5259202
1.18359375,1.5259202
1.185546875,1.5259202
1.1875,1.5259202
1.189453125,1.5259202
1.19140625,1.5259202
1.193359375,1.5259202
1.1953125,1.5259202
1.197265625,1.5259202
1.19921875,1.5259202
1.201171875,1.5259202
1.203125,1.5259202
1.205078125,1.5259202
1.20703125,1.5259202
1.208984375,1.5259202
1.2109375,1.5259202
1.212890625,1.5259202
1.21484375,1.5259202
1.216796875,1.5259202
1.21875,1.5259202
1.220703125,1.5259202
1.22265625,1.5259202
1.224609375,1.5259202
1.2265625,1.5259202
1.228515625,1.5259202
1.23046875,1.5259202
1.232421875,1.5259202
1.234375,1.5259202
1.236328125,1.5259202
1.23828125,1.5259202
1.240234375,-9.89437E-06
1.2421875,-9.89437E-06
1.244140625,-9.89437E-06
1.24609375,-9.89437E-06
1.248046875,-9.89437E-06
1.25,-9.89437E-06
1.251953125,-9.89437E-06
1.25390625,-9.89437E-06
1.255859375,-9.89437E-06
1.2578125,-9.89437E-06
1.259765625,-9.89437E-06
1.26171875,-9.89437E-06
1.263671875,-9.89437E-06
1.265625,-9.89437E-06
1.267578125,-9.89437E-06
1.26953125,-9.89437E-06
1.271484375,-9.89437E-06
1.2734375,-9.89437E-06
1.275390625,-9.89437E-06
1.27734375,-9.89437E-06
1.279296875,-9.89437E-06
1.28125,-9.89437E-06
1.283203125,-9.89437E-06
1.28515625,-9.89437E-06
1.287109375,-9.89437E-06
1.2890625,-9.89437E-06
1.291015625,-9.89437E-06
1.29296875,-9.89437E-06
1.294921875,-9.89437E-06
1.296875,-9.89437E-06
1.298828125,-9.89437E-06
1.30078125,-9.89437E-06
1.302734375,-9.89437E-06
1.3046875,-9.89437E-06
1.306640625,-9.89437E-06
1.30859375,-9.89437E-06
1.310546875,-9.89437E-06
1.3125,-9.89437E-06
1.314453125,-9.89437E-06
1.31640625,-9.89437E-06
1.318359375,-9.89437E-06
1.3203125,-9.89437E-06
1.322265625,-9.89437E-06
1.32421875,-9.89437E-06
1.326171875,-9.89437E-06
1.328125,-9.89437E-06
1.330078125,-9.89437E-06
1.33203125,-9.89437E-06
1.333984375,-9.89437E-06
1.3359375,-9.89437E-06
1.337890625,-9.89437E-06
1.33984375,-9.89437E-06
1.341796875,-9.89437E-06
1.34375,-9.89437E-06
1.345703125,-9.89437E-06
1.34765625,-9.89437E-06
1.349609375,-9.89437E-06
1.3515625,-9.89437E-06
1.353515625,-9.89437E-06
1.35546875,-9.89437E-06
1.357421875,-9.89437E-06
1.359375,-9.89437E-06
1.361328125,-9.89437E-06
1.36328125,-9.89437E-06
1.365234375,-9.89437E-06
1.3671875,-9.89437E-06
1.369140625,-9.89437E-06
1.37109375,-9.89437E-06
1.373046875,-9.89437E-06
1.375,-9.89437E-06
1.376953125,-9.89437E-06
1.37890625,-9.89437E-06
1.380859375,-1.5259399
1.3828125,-1.5259399
1.384765625,-1.5259399
1.38671875,-1.5259399
1.388671875,-1.5259399
1.390625,-1.5259399
1.392578125,-1.5259399
1.39453125,-1.5259399
1.396484375,-1.5259399
1.3984375,-1.5259399
1.400390625,-1.5259399
1.40234375,-1.5259399
1.404296875,-1.5259399
1.40625,-1.5259399
1.408203125,-1.5259399
1.41015625,-1.5259399
1.412109375,-1.5259399
1.4140625,-9.89437E-06
1.416015625,-9.89437E-06
1.41796875,-9.89437E-06
1.419921875,-9.89437E-06
1.421875,-9.89437E-06
1.423828125,-9.89437E-06
1.42578125,-9.89437E-06
1.427734375,-9.89437E-06
1.4296875,-1.5259399
1.431640625,-1.5259399
1.43359375,-1.5259399
1.435546875,-1.5259399
1.4375,-1.5259399
1.439453125,-1.5259399
1.44140625,-1.5259399
1.443359375,-1.5259399
1.4453125,-1.5259399
1.447265625,-1.5259399
1.44921875,-1.5259399
1.451171875,-1.5259399
1.453125,-1.5259399
1.455078125,-1.5259399
1.45703125,-1.5259399
1.458984375,-1.5259399
1.4609375,-1.5259399
1.462890625,-1.5259399
1.46484375,-1.5259399
1.466796875,-1.5259399
1.46875,-1.5259399
1.470703125,-1.5259399
1.47265625,-9.89437E-06
1.474609375,-9.89437E-06
1.4765625,-9.89437E-06
1.478515625,-9.89437E-06
1.48046875,-9.89437E-06
1.482421875,-9.89437E-06
1.484375,-9.89437E-06
1.486328125,-9.89437E-06
1.48828125,-9.89437E-06
1.490234375,-9.89437E-06
1.4921875,-9.89437E-06
1.494140625,-9.89437E-06
1.49609375,-9.89437E-06
1.498046875,-9.89437E-06
1.5,-9.89437E-06
1.501953125,-9.89437E-06
1.50390625,-9.89437E-06
1.505859375,-9.89437E-06
1.5078125,-9.89437E-06
1.509765625,-9.89437E-06
1.51171875,-9.89437E-06
1.513671875,-9.89437E-06
1.515625,1.5259202
1.517578125,1.5259202
1.51953125,1.5259202
1.521484375,1.5259202
1.5234375,1.5259202
1.525390625,1.5259202
1.52734375,1.5259202
1.529296875,1.5259202
1.53125,1.5259202
1.533203125,1.5259202
1.53515625,1.5259202
1.537109375,1.5259202
1.5390625,1.5259202
1.541015625,1.5259202
1.54296875,1.5259202
1.544921875,1.5259202
1.546875,1.5259202
1.548828125,1.5259202
1.55078125,1.5259202
1.552734375,1.5259202
1.5546875,1.5259202
1.556640625,1.5259202
1.55859375,1.5259202
1.560546875,1.5259202
1.5625,1.5259202
1.564453125,1.5259202
1.56640625,1.5259202
1.568359375,1.5259202
1.5703125,1.5259202
1.572265625,1.5259202
1.57421875,1.5259202
1.576171875,1.5259202
1.578125,1.5259202
1.580078125,-9.89437E-06
1.58203125,-9.89437E-06
1.583984375,-9.89437E-06
1.5859375,-9.89437E-06
1.587890625,-9.89437E-06
1.58984375,-9.89437E-06
1.591796875,-9.89437E-06
1.59375,-9.89437E-06
1.595703125,-9.89437E-06
1.59765625,-9.89437E-06
1.599609375,-9.89437E-06
1.6015625,-9.89437E-06
1.603515625,-9.89437E-06
1.60546875,-9.89437E-06
1.607421875,-9.89437E-06
1.609375,1.5259202
1.611328125,1.5259202
1.61328125,1.5259202
1.615234375,1.5259202
1.6171875,1.5259202
1.619140625,1.5259202
1.62109375,1.5259202
1.623046875,1.5259202
1.625,1.5259202
1.626953125,1.5259202
1.62890625,1.5259202
1.630859375,-9.89437E-06
1.6328125,-9.89437E-06
1.634765625,-9.89437E-06
1.63671875,-9.89437E-06
1.638671875,-9.89437E-06
1.640625,-9.89437E-06
1.642578125,-9.89437E-06
1.64453125,-9.89437E-06
1.646484375,-9.89437E-06
1.6484375,-9.89437E-06
1.650390625,-9.89437E-06
1.65234375,-9.89437E-06
1.654296875,-9.89437E-06
1.65625,-9.89437E-06
1.658203125,-9.89437E-06
1.66015625,-9.89437E-06
1.662109375,-9.89437E-06
1.6640625,-9.89437E-06
1.666015625,-9.89437E-06
1.66796875,-9.89437E-06
1.669921875,-9.89437E-06
1.671875,-9.89437E-06
1.673828125,-9.89437E-06
1.67578125,-9.89437E-06
1.677734375,-9.89437E-06
1.6796875,-9.89437E-06
1.681640625,-9.89437E-06
1.68359375,-9.89437E-06
1.685546875,-9.89437E-06
1.6875,-9.89437E-06
1.689453125,-9.89437E-06
1.69140625,-9.89437E-06
1.693359375,-9.89437E-06
1.6953125,-9.89437E-06
1.697265625,-9.89437E-06
1.69921875,-9.89437E-06
1.701171875,-9.89437E-06
1.703125,-9.89437E-06
1.705078125,-9.89437E-06
1.70703125,-9.89437E-06
1.708984375,-9.89437E-06
1.7109375,-9.89437E-06
1.712890625,-9.89437E-06
1.71484375,-9.89437E-06
1.716796875,-9.89437E-06
1.71875,-9.89437E-06
1.720703125,-9.89437E-06
1.72265625,-9.89437E-06
1.724609375,-9.89437E-06
1.7265625,-9.89437E-06
1.728515625,-9.89437E-06
1.73046875,-9.89437E-06
1.732421875,-9.89437E-06
1.734375,-9.89437E-06
1.736328125,-9.89437E-06
1.73828125,-9.89437E-06
1.740234375,-9.89437E-06
1.7421875,-9.89437E-06
1.744140625,-9.89437E-06
1.74609375,-9.89437E-06
1.748046875,-9.89437E-06
1.75,-9.89437E-06
1.751953125,-9.89437E-06
1.75390625,-9.89437E-06
1.755859375,-9.89437E-06
1.7578125,-9.89437E-06
1.759765625,-9.89437E-06
1.76171875,-9.89437E-06
1.763671875,-9.89437E-06
1.765625,-9.89437E-06
1.767578125,-9.89437E-06
1.76953125,-9.89437E-06
1.771484375,-9.89437E-06
1.7734375,-9.89437E-06
1.775390625,-9.89437E-06
1.77734375,-9.89437E-06
1.779296875,-9.89437E-06
1.78125,-9.89437E-06
1.783203125,-9.89437E-06
1.78515625,-9.89437E-06
1.787109375,-9.89437E-06
1.7890625,-9.89437E-06
1.791015625,-9.89437E-06
1.79296875,-9.89437E-06
1.794921875,-9.89437E-06
1.796875,-9.89437E-06
1.798828125,-9.89437E-06
1.80078125,-9.89437E-06
1.802734375,-9.89437E-06
1.8046875,-9.89437E-06
1.806640625,-9.89437E-06
1.80859375,-9.89437E-06
1.810546875,-9.89437E-06
1.8125,-9.89437E-06
1.814453125,-9.89437E-06
1.81640625,-9.89437E-06
1.818359375,-9.89437E-06
1.8203125,-9.89437E-06
1.822265625,-9.89437E-06
1.82421875,-9.89437E-06
1.826171875,-9.89437E-06
1.828125,-9.89437E-06
1.830078125,-9.89437E-06
1.83203125,-9.89437E-06
1.833984375,-9.89437E-06
1.8359375,-9.89437E-06
1.837890625,-9.89437E-06
1.83984375,-9.89437E-06
1.841796875,-9.89437E-06
1.84375,-9.89437E-06
1.845703125,-9.89437E-06
1.84765625,-9.89437E-06
1.849609375,-9.89437E-06
1.8515625,-9.89437E-06
1.853515625,-9.89437E-06
1.85546875,-9.89437E-06
1.857421875,-9.89437E-06
1.859375,-9.89437E-06
1.861328125,-9.89437E-06
1.86328125,-9.89437E-06
1.865234375,-9.89437E-06
1.8671875,-9.89437E-06
1.869140625,-9.89437E-06
1.87109375,-1.5259399
1.873046875,-1.5259399
1.875,-1.5259399
1.876953125,-1.5259399
1.87890625,-1.5259399
1.880859375,-1.5259399
1.8828125,-1.5259399
1.884765625,-1.5259399
1.88671875,-1.5259399
1.888671875,-1.5259399
1.890625,-1.5259399
1.892578125,-1.5259399
1.89453125,-1.5259399
1.896484375,-1.5259399
1.8984375,-1.5259399
1.900390625,-1.5259399
1.90234375,-1.5259399
1.904296875,-1.5259399
1.90625,-1.5259399
1.908203125,-1.5259399
1.91015625,-1.5259399
1.912109375,-1.5259399
1.9140625,-1.5259399
1.916015625,-1.5259399
1.91796875,-1.5259399
1.919921875,-1.5259399
1.921875,-1.5259399
1.923828125,-1.5259399
1.92578125,-1.5259399
1.927734375,-1.5259399
1.9296875,-1.5259399
1.931640625,-1.5259399
1.93359375,-1.5259399
1.935546875,-1.5259399
1.9375,-1.5259399
1.939453125,-1.5259399
1.94140625,-1.5259399
1.943359375,-1.5259399
1.9453125,-1.5259399
1.947265625,-1.5259399
1.94921875,-1.5259399
1.951171875,-1.5259399
1.953125,-1.5259399
1.955078125,-1.5259399
1.95703125,-1.5259399
1.958984375,-1.5259399
1.9609375,-1.5259399
1.962890625,-1.5259399
1.96484375,-9.89437E-06
1.966796875,-9.89437E-06
1.96875,-9.89437E-06
1.970703125,-9.89437E-06
1.97265625,-9.89437E-06
1.974609375,-9.89437E-06
1.9765625,-9.89437E-06
1.978515625,-9.89437E-06
1.98046875,-9.89437E-06
1.982421875,-9.89437E-06
1.984375,-9.89437E-06
1.986328125,-9.89437E-06
1.98828125,-9.89437E-06
1.990234375,-9.89437E-06
1.9921875,-9.89437E-06
1.994140625,-9.89437E-06
1.99609375,-9.89437E-06
1.998046875,-9.89437E-06
2,-9.89437E-06
2.001953125,-9.89437E-06
2.00390625,-9.89437E-06
2.005859375,-9.89437E-06
2.0078125,-9.89437E-06
2.009765625,-9.89437E-06
2.01171875,-9.89437E-06
2.013671875,-9.89437E-06
2.015625,-9.89437E-06
2.017578125,-9.89437E-06
2.01953125,-9.89437E-06
2.021484375,-9.89437E-06
2.0234375,-9.89437E-06
2.025390625,-9.89437E-06
2.02734375,-9.89437E-06
2.029296875,-9.89437E-06
2.03125,-9.89437E-06
2.033203125,-9.89437E-06
2.03515625,-9.89437E-06
2.037109375,-9.89437E-06
2.0390625,-9.89437E-06
2.041015625,-9.89437E-06
2.04296875,-9.89437E-06
2.044921875,-9.89437E-06
2.046875,-9.89437E-06
2.048828125,-9.89437E-06
2.05078125,-9.89437E-06
2.052734375,-9.89437E-06
2.0546875,-9.89437E-06
2.056640625,1.5259202
2.05859375,1.5259202
2.060546875,1.5259202
2.0625,1.5259202
2.064453125,1.5259202
2.06640625,1.5259202
2.068359375,1.5259202
2.0703125,1.5259202
2.072265625,1.5259202
2.07421875,1.5259202
2.076171875,1.5259202
2.078125,1.5259202
2.080078125,1.5259202
2.08203125,1.5259202
2.083984375,1.5259202
2.0859375,1.5259202
2.087890625,1.5259202
2.08984375,1.5259202
2.091796875,1.5259202
2.09375,1.5259202
2.095703125,1.5259202
2.09765625,1.5259202
2.099609375,1.5259202
2.1015625,1.5259202
2.103515625,1.5259202
2.10546875,1.5259202
2.107421875,1.5259202
2.109375,1.5259203
2.111328125,1.5259202
2.11328125,1.5259202
2.115234375,1.5259202
2.1171875,1.5259202
2.119140625,1.5259202
