cm_X,cm_Y,cm_Z,t,LF_X,LF_Y,LF_Z,LR_X,LR_Y,LR_Z,MF_X,MF_Y,MF_Z,MR_X,MR_Y,MR_Z,U_X,U_Y,U_Z,MG_X,MG_Y,MG_Z,LG_X,LG_Y,LG_Z,MF_FY,MR_FY,MF_VY,MR_VY
2421.842,-996.1873,630.8976,1.13,1955.589,-786.3199,2.41471,1905.372,-772.849,1.545121,3083.038,-811.9851,1015.969,3038.071,-813.1753,1014.663,2054.746,-668.484,1383.881,3061.054,-814.2012,999.6125,1930.769,-780.0432,-22.79789,25.26231,-32.59448,-14.77829,-13.92675
2416.336,-995.5431,630.8018,1.14,1950.477,-785.0983,2.413887,1900.344,-771.3171,1.546372,3077.613,-812.1325,1015.97,3032.646,-813.3143,1014.663,2049.552,-667.8288,1383.933,3055.629,-814.3374,999.6125,1925.699,-778.6548,-22.79789,25.14966,-32.31278,-14.70124,-13.85936
2410.816,-994.876,630.7093,1.15,1945.361,-783.842,2.413012,1895.314,-769.7503,1.54765,3072.177,-812.2791,1015.971,3027.21,-813.4525,1014.663,2044.36,-667.1217,1383.982,3050.193,-814.4731,999.6125,1920.625,-777.2321,-22.79789,25.03368,-32.01409,-14.62307,-13.79149
2405.284,-994.1859,630.6201,1.16,1940.241,-782.551,2.412094,1890.282,-768.1487,1.548947,3066.731,-812.4249,1015.972,3021.764,-813.5901,1014.664,2039.171,-666.3627,1384.03,3044.746,-814.6084,999.6125,1915.549,-775.775,-22.79789,24.92644,-31.73763,-14.544,-13.72282
2399.74,-993.4728,630.5342,1.17,1935.117,-781.2252,2.411139,1885.249,-766.5122,1.550258,3061.275,-812.57,1015.973,3016.308,-813.727,1014.664,2033.986,-665.5517,1384.075,3039.29,-814.7433,999.6125,1910.471,-774.2835,-22.79789,24.82786,-31.48042,-14.46419,-13.65365
2394.186,-992.7367,630.4515,1.18,1929.991,-779.8647,2.410156,1880.216,-764.8408,1.551575,3055.81,-812.7142,1015.973,3010.842,-813.8632,1014.664,2028.805,-664.6888,1384.119,3033.824,-814.8776,999.6125,1905.391,-772.7576,-22.79789,24.72558,-31.2046,-14.3835,-13.58415
2388.62,-991.9775,630.3721,1.19,1924.864,-778.4695,2.409151,1875.184,-763.1347,1.552892,3050.336,-812.8576,1015.974,3005.368,-813.9987,1014.665,2023.63,-663.774,1384.161,3028.35,-815.0115,999.6125,1900.311,-771.1974,-22.79789,24.63108,-30.94849,-14.30225,-13.51414
2383.046,-991.1953,630.296,1.2,1919.735,-777.0395,2.408133,1870.152,-761.3938,1.554203,3044.854,-813.0002,1015.975,2999.887,-814.1334,1014.665,2018.461,-662.8072,1384.2,3022.868,-815.1448,999.6125,1895.231,-769.6028,-22.79789,24.53778,-30.6898,-14.22046,-13.44425
2377.462,-990.39,630.2233,1.21,1914.607,-775.5747,2.407109,1865.123,-759.6182,1.555501,3039.365,-813.142,1015.976,2994.397,-814.2675,1014.665,2013.298,-661.7886,1384.238,3017.379,-815.2777,999.6125,1890.152,-767.9739,-22.79789,24.45207,-30.44656,-14.13811,-13.37415
2371.871,-989.5617,630.1538,1.22,1909.479,-774.0753,2.406085,1860.096,-757.808,1.55678,3033.87,-813.283,1015.976,2988.902,-814.4009,1014.665,2008.143,-660.7182,1384.274,3011.883,-815.4101,999.6125,1885.074,-766.3108,-22.79789,24.36838,-30.2047,-14.05555,-13.30415
2366.271,-988.7103,630.0876,1.23,1904.353,-772.5411,2.405069,1855.073,-755.9633,1.558034,3028.368,-813.4232,1015.977,2983.4,-814.5336,1014.666,2002.997,-659.5962,1384.308,3006.381,-815.5421,999.6125,1879.999,-764.6134,-22.79789,24.29173,-29.97774,-13.97257,-13.23448
2360.665,-987.836,630.0248,1.24,1899.228,-770.9724,2.404068,1850.054,-754.0842,1.559256,3022.86,-813.5625,1015.978,2977.892,-814.6656,1014.666,1997.86,-658.4226,1384.341,3000.873,-815.6735,999.6125,1874.927,-762.882,-22.79789,24.21096,-29.73027,-13.88956,-13.16491
2355.053,-986.9386,629.9652,1.25,1894.107,-769.3691,2.403089,1845.04,-752.1707,1.56044,3017.348,-813.7009,1015.978,2972.379,-814.7969,1014.666,1992.733,-657.1975,1384.371,2995.36,-815.8044,999.6125,1869.859,-761.1165,-22.79789,24.14638,-29.52633,-13.80636,-13.09619
2349.436,-986.0184,629.909,1.26,1888.989,-767.7313,2.40214,1840.032,-750.2231,1.56158,3011.831,-813.8386,1015.979,2966.862,-814.9275,1014.667,1987.617,-655.9211,1384.4,2989.843,-815.9349,999.6125,1864.796,-759.3172,-22.79789,24.24012,-29.77049,-13.72336,-13.03102
2343.819,-985.0362,629.8522,1.27,1883.863,-766.0552,2.401073,1835.018,-748.2367,1.56283,3006.455,-813.9718,1015.98,2961.485,-814.9975,1014.667,1982.495,-654.5887,1384.427,2984.465,-816.0329,999.6125,1859.726,-757.4794,-22.79789,-12.67291,91.40181,-12.46627,6.706542
2338.229,-983.8503,629.781,1.28,1878.693,-764.328,2.399338,1829.963,-746.1966,1.56477,3001.753,-814.0876,1015.982,2956.777,-814.7895,1014.665,1977.309,-653.1839,1384.453,2979.75,-815.983,999.6125,1854.613,-755.5887,-22.79789,7.724399,29.95574,-10.8801,32.34711
2332.653,-982.4999,629.6999,1.29,1873.484,-762.5506,2.397106,1824.873,-744.1041,1.567217,2997.541,-814.1908,1015.987,2952.56,-814.3747,1014.662,1972.071,-651.7075,1384.478,2975.52,-815.8231,999.6125,1849.462,-753.6463,-22.79789,11.25396,17.30894,-9.817177,49.72136
2327.094,-981.0169,629.6127,1.3,1868.253,-760.7275,2.39452,1819.763,-741.9645,1.570023,2993.681,-814.285,1015.992,2948.702,-813.8101,1014.659,1966.801,-650.1633,1384.502,2971.642,-815.5834,999.6125,1844.291,-751.6574,-22.79789,12.30595,12.43564,-9.04306,62.66177
2321.55,-979.4187,629.5215,1.31,1863.006,-758.8601,2.391668,1814.64,-739.7797,1.573094,2990.083,-814.3723,1015.997,2945.119,-813.1307,1014.656,1961.508,-648.5522,1384.524,2968.028,-815.2825,999.6125,1839.104,-749.6238,-22.79789,12.67643,8.548662,-8.453957,72.82178
2316.021,-977.7152,629.4279,1.32,1857.746,-756.9492,2.388609,1809.506,-737.5508,1.576369,2986.686,-814.4545,1016.003,2941.754,-812.3597,1014.653,1956.195,-646.8743,1384.546,2964.622,-814.9326,999.6125,1833.906,-747.5464,-22.79789,12.62247,7.423597,-7.990148,81.13105
2310.505,-975.9124,629.3328,1.33,1852.476,-754.9955,2.385387,1804.366,-735.2786,1.579802,2983.449,-814.5324,1016.008,2938.57,-811.5128,1014.65,1950.867,-645.1296,1384.565,2961.383,-814.5422,999.6125,1828.699,-745.426,-22.79789,12.4285,6.249961,-7.62051,88.06303
2305.004,-974.014,629.237,1.34,1847.2,-752.9994,2.382035,1799.222,-732.9635,1.58336,2980.338,-814.6071,1016.014,2935.537,-810.6016,1014.647,1945.526,-643.3177,1384.584,2958.282,-814.1174,999.6125,1823.487,-743.2631,-22.79789,12.16209,6.274383,-7.318552,94.021
2299.519,-972.022,629.141,1.35,1841.919,-750.9611,2.378577,1794.075,-730.6061,1.587015,2977.332,-814.679,1016.019,2932.636,-809.6348,1014.645,1940.175,-641.4383,1384.601,2955.298,-813.6627,999.6125,1818.271,-741.0582,-22.79789,11.85862,6.371253,-7.069583,99.22576
2294.051,-969.9373,629.0453,1.36,1836.635,-748.8812,2.375038,1788.928,-728.207,1.590746,2974.411,-814.7486,1016.023,2929.851,-808.6191,1014.643,1934.815,-639.4909,1384.617,2952.412,-813.1815,999.6125,1813.054,-738.8117,-22.79789,11.53896,6.89716,-6.862964,103.8316
2288.602,-967.7604,628.9503,1.37,1831.35,-746.7599,2.371437,1783.782,-725.7665,1.594532,2971.56,-814.8164,1016.027,2927.17,-807.5598,1014.642,1929.447,-637.475,1384.631,2949.613,-812.6768,999.6125,1807.837,-736.5241,-22.79789,11.20416,7.541769,-6.690142,107.965
2283.173,-965.4908,628.8563,1.38,1826.065,-744.5977,2.36779,1778.64,-723.2852,1.598356,2968.768,-814.8825,1016.031,2924.583,-806.4611,1014.641,1924.074,-635.39,1384.643,2946.889,-812.1507,999.6125,1802.622,-734.1959,-22.79789,10.84962,8.274325,-6.551302,111.7016
2277.768,-963.1282,628.7634,1.39,1820.784,-742.395,2.364113,1773.503,-720.7637,1.602203,2966.023,-814.9473,1016.034,2922.084,-805.3267,1014.641,1918.697,-633.2357,1384.655,2944.231,-811.605,999.6125,1797.41,-731.8276,-22.79789,10.50963,9.587493,-6.387532,115.1395
2272.388,-960.6712,628.6722,1.4,1815.508,-740.1526,2.360427,1768.373,-718.2028,1.60605,2963.308,-815.0028,1016.036,2919.657,-804.155,1014.642,1913.316,-631.0115,1384.665,2941.623,-811.0349,999.6125,1792.205,-729.4199,-22.79789,10.67028,10.36882,-1.929047,120.6713
2267.038,-958.1183,628.5841,1.41,1810.239,-737.8714,2.356809,1763.253,-715.605,1.609821,2960.552,-814.9783,1016.038,2917.222,-802.909,1014.643,1907.932,-628.7163,1384.673,2938.992,-810.3869,999.6125,1787.009,-726.9747,-22.79789,10.53222,9.515883,7.586723,129.0019
2261.716,-955.4737,628.5017,1.42,1804.963,-735.5447,2.353352,1758.117,-712.9878,1.613416,2957.739,-814.8542,1016.039,2914.764,-801.5762,1014.645,1902.544,-626.3486,1384.68,2936.321,-809.645,999.6125,1781.801,-724.4976,-22.79789,10.4157,9.965735,17.406,137.6767
2256.427,-952.7387,628.4259,1.43,1799.678,-733.1705,2.350107,1752.955,-710.3578,1.616783,2954.874,-814.6289,1016.039,2912.287,-800.1543,1014.648,1897.153,-623.9075,1384.683,2933.614,-808.8074,999.6125,1776.576,-721.9911,-22.79789,10.29147,10.38111,27.75812,146.7757
2251.173,-949.9125,628.3568,1.44,1794.385,-730.7496,2.347104,1747.771,-707.7163,1.619892,2951.96,-814.2983,1016.039,2909.794,-798.6395,1014.651,1891.762,-621.3927,1384.684,2930.875,-807.8703,999.6125,1771.335,-719.4563,-22.79789,10.19873,12.24022,38.39774,156.2258
2245.958,-946.9943,628.2944,1.45,1789.089,-728.2827,2.344357,1742.566,-705.0643,1.622731,2949.0,-813.8599,1016.038,2907.288,-797.0286,1014.654,1886.373,-618.8052,1384.683,2928.107,-806.8305,999.6125,1766.083,-716.8939,-22.79789,10.08186,12.7002,49.28883,166.008
2240.786,-943.9826,628.2388,1.46,1783.791,-725.7708,2.341887,1737.343,-702.4031,1.625277,2946.002,-813.3117,1016.037,2904.777,-795.3186,1014.658,1880.988,-616.1446,1384.679,2925.318,-805.6859,999.6125,1760.82,-714.3052,-22.79789,9.963668,12.88545,60.38043,176.0228
2235.661,-940.8765,628.1888,1.47,1778.495,-723.2147,2.339657,1732.104,-699.7338,1.627573,2942.97,-812.6528,1016.035,2902.267,-793.5073,1014.662,1875.61,-613.4173,1384.672,2922.513,-804.4346,999.6125,1755.551,-711.6909,-22.79789,9.740203,16.54277,71.44024,186.3361
2230.588,-937.6766,628.1363,1.48,1773.197,-720.6123,2.337263,1726.845,-697.0542,1.630035,2939.908,-811.8825,1016.032,2899.765,-791.5905,1014.667,1870.223,-610.6721,1384.667,2919.697,-803.0734,999.6125,1750.271,-709.048,-22.79789,9.597087,17.01422,82.61321,197.0724
2225.569,-934.3803,628.0793,1.49,1767.898,-717.9635,2.334596,1721.567,-694.3647,1.63278,2936.822,-811.0001,1016.029,2897.277,-789.5652,1014.673,1864.826,-607.9222,1384.665,2916.876,-801.6004,999.6125,1744.981,-706.3763,-22.79789,9.42948,17.38881,93.85961,208.0246
2220.609,-930.9838,628.018,1.5,1762.602,-715.2734,2.331671,1716.274,-691.668,1.635791,2933.718,-810.0063,1016.025,2894.814,-787.429,1014.679,1859.418,-605.167,1384.667,2914.058,-800.0144,999.6125,1739.685,-703.6797,-22.79789,9.381484,19.91138,104.9319,219.2995
2215.713,-927.4867,627.9542,1.51,1757.324,-712.5839,2.328611,1710.996,-688.9784,1.63894,2930.6,-808.9009,1016.02,2892.383,-785.1782,1014.687,1853.999,-602.4055,1384.67,2911.25,-798.3137,999.6125,1734.405,-700.9865,-22.79789,9.2563,20.06316,116.1411,230.9016
2210.885,-923.8849,627.8881,1.52,1752.07,-709.9068,2.325438,1705.741,-686.3013,1.642207,2927.474,-807.6839,1016.014,2889.995,-782.8101,1014.696,1848.569,-599.6387,1384.674,2908.459,-796.4968,999.6125,1729.149,-698.3054,-22.79789,9.38045,25.26243,127.2352,242.7568
2206.136,-920.1718,627.8197,1.53,1746.847,-707.2454,2.322136,1700.518,-683.6399,1.645605,2924.345,-806.3558,1016.006,2887.661,-780.3224,1014.706,1843.132,-596.8684,1384.679,2905.693,-794.5626,999.6125,1723.925,-695.6397,-22.79789,9.340614,24.97005,138.3479,254.8207
2201.477,-916.3406,627.7487,1.54,1741.662,-704.6036,2.318695,1695.333,-680.998,1.649147,2921.217,-804.9164,1015.998,2885.393,-777.7124,1014.718,1837.693,-594.0969,1384.686,2902.961,-792.5094,999.6125,1718.738,-692.9931,-22.79789,9.828193,31.21186,149.4931,267.2172
2196.919,-912.383,627.675,1.55,1736.525,-701.9861,2.3151,1690.196,-678.3805,1.652846,2918.097,-803.3651,1015.988,2883.202,-774.9774,1014.731,1832.257,-591.327,1384.694,2900.271,-790.3353,999.6125,1713.6,-690.3703,-22.79789,9.910173,30.19555,160.7953,279.8297
2192.48,-908.2919,627.5985,1.56,1731.447,-699.3987,2.311342,1685.118,-675.7931,1.656712,2914.985,-801.6989,1015.977,2881.098,-772.1138,1014.745,1826.831,-588.5626,1384.703,2897.628,-788.0369,999.6125,1708.521,-687.7772,-22.79789,10.88515,37.18946,172.4335,292.9275
2188.176,-904.0579,627.5193,1.57,1726.442,-696.8489,2.307408,1680.113,-673.2432,1.660756,2911.883,-799.9149,1015.964,2879.093,-769.1178,1014.762,1821.426,-585.8084,1384.715,2895.039,-785.6103,999.6125,1703.515,-685.2211,-22.79789,15.07986,58.80971,183.1488,306.0896
2184.014,-899.6855,627.4382,1.58,1721.52,-694.341,2.30333,1675.191,-670.7353,1.664946,2908.766,-797.9896,1015.949,2877.157,-765.9802,1014.78,1816.048,-583.0683,1384.728,2892.477,-783.0395,999.6125,1698.592,-682.7066,-22.79789,7.782145,19.28101,203.0654,321.8967
2179.944,-895.2234,627.3586,1.59,1716.659,-691.8639,2.299273,1670.33,-668.2581,1.669112,2905.523,-795.837,1015.932,2875.129,-762.6707,1014.799,1810.688,-580.3375,1384.742,2889.808,-780.2679,999.6125,1693.73,-680.2225,-22.79789,5.904994,19.98333,228.1819,340.5542
2175.959,-890.6813,627.2814,1.6,1711.856,-689.417,2.295271,1665.527,-665.8112,1.673218,2902.142,-793.4141,1015.915,2872.978,-759.1599,1014.82,1805.348,-577.6168,1384.758,2887.01,-777.2598,999.6125,1688.927,-677.7685,-22.79789,4.119833,19.60566,257.313,362.3032
2172.056,-886.0663,627.2071,1.61,1707.114,-687.0005,2.291346,1660.785,-663.3947,1.677242,2898.619,-790.6737,1015.897,2870.681,-755.4113,1014.841,1800.03,-574.9069,1384.775,2884.071,-773.9741,999.6125,1684.183,-675.3447,-22.79789,2.762599,17.37532,291.8268,388.2524
2168.224,-881.389,627.1364,1.62,1702.427,-684.6126,2.287528,1656.098,-661.0067,1.681152,2894.953,-787.5533,1015.878,2868.209,-751.3758,1014.862,1794.732,-572.2075,1384.793,2880.975,-770.3557,999.6125,1679.496,-672.9494,-22.79789,2.354235,12.28431,333.7656,420.0595
2164.444,-876.6649,627.0702,1.63,1697.787,-682.2484,2.283858,1651.458,-658.6425,1.684908,2891.14,-783.9662,1015.86,2865.518,-746.9845,1014.883,1789.45,-569.5166,1384.812,2877.7,-766.3282,999.6125,1674.856,-670.5779,-22.79789,3.506274,3.417382,386.0179,460.0714
2160.687,-871.9165,627.0095,1.64,1693.176,-679.8991,2.280391,1646.847,-656.2931,1.68845,2887.18,-779.7858,1015.843,2862.548,-742.1366,1014.902,1784.176,-566.8292,1384.831,2874.216,-761.7795,999.6125,1670.245,-668.2212,-22.79789,9.5055,-18.43867,453.4744,512.2121
2156.904,-867.1791,626.956,1.65,1688.564,-677.549,2.277222,1642.235,-653.943,1.691686,2883.067,-774.8001,1015.828,2859.194,-736.6637,1014.918,1778.892,-564.1367,1384.851,2870.469,-756.5225,999.6125,1665.633,-665.8641,-22.79789,15.6085,-37.49531,548.3859,586.1117
2153.018,-862.5103,626.9127,1.66,1683.903,-675.174,2.274516,1637.573,-651.568,1.694445,2878.781,-768.6171,1015.818,2855.269,-730.2569,1014.929,1773.57,-561.4252,1384.87,2866.357,-750.2118,999.6125,1660.972,-663.4827,-22.79789,13.62152,-32.20466,705.3091,708.5607
2149.027,-857.9157,626.8775,1.67,1679.189,-672.7724,2.272193,1632.86,-649.1663,1.69681,2874.367,-761.4262,1015.813,2850.861,-723.0622,1014.936,1768.214,-558.6961,1384.889,2861.947,-743.0138,999.6125,1656.259,-661.075,-22.79789,3.940352,-4.71994,721.5961,721.615
2145.037,-853.314,626.8428,1.68,1674.484,-670.3748,2.269847,1628.154,-646.7688,1.699196,2869.94,-754.2015,1015.807,2846.434,-715.8373,1014.941,1762.863,-555.9699,1384.908,2857.521,-735.7839,999.6125,1651.554,-658.6714,-22.79789,3.813825,-4.532819,723.3572,723.3759
2141.05,-848.7037,626.8085,1.69,1669.788,-667.982,2.267473,1623.458,-644.3759,1.701608,2865.502,-746.9591,1015.802,2841.996,-708.5947,1014.947,1757.519,-553.2469,1384.926,2853.084,-728.5364,999.6125,1646.859,-656.2727,-22.79789,3.687138,-4.345312,725.1248,725.1432
2137.065,-844.085,626.7745,1.7,1665.101,-665.5941,2.26507,1618.772,-641.988,1.704045,2861.054,-739.6989,1015.796,2837.548,-701.3344,1014.953,1752.181,-550.5275,1384.944,2848.636,-721.2712,999.6125,1642.173,-653.8788,-22.79789,3.560767,-4.158962,726.8981,726.9163
