t,x1,y1,z1
0.0,1.0,1.0,0.0
0.003219634841949784,0.9999999997137038,0.9999999989979634,-5.0760866507074774e-5
0.006217356299757766,0.9999999960188174,0.999999986065861,-0.00018928983849826172
0.010164360497447664,0.9999999715613282,0.9999999004646518,-0.0005059130648842084
0.014330585379521615,0.9999998876314468,0.9999996067101079,-0.0010056424431998756
0.019057550889400397,0.9999996485549691,0.9999987699428242,-0.0017784832799633801
0.024073924116078782,0.9999991050957334,0.9999968678378697,-0.002837978538165924
0.02944360821367905,0.9999979975895648,0.9999929915775101,-0.004245187006862237
0.03505286050248174,0.999995977623262,0.9999859217380447,-0.0060167319211048165
0.040888110469702095,0.9999925530764638,0.999973935961721,-0.0081866469839893
0.04689081257177061,0.9999871192985239,0.999954918125525,-0.010766752231560883
0.05303412449460018,0.9999789229551483,0.9999262318978559,-0.013772596270091647
0.05928423804303242,0.9999670887382945,0.9998848143750242,-0.017209864104229918
0.06561948777981205,0.9999506010007583,0.9998271120434474,-0.021084154739659935
0.07202014698341572,0.9999283193723382,0.9997491357862089,-0.025397275679588587
0.07847250558257692,0.9998989690305722,0.9996464273313709,-0.03015082180027852
0.08496574734479494,0.9998611460505029,0.999514078655552,-0.03534537010595399
0.0914926080606995,0.9998133084972285,0.9993467017218054,-0.04098192174100493
0.09804826618550043,0.9997537719808011,0.99913841411671,-0.04706192565673351
0.1046302541900785,0.9996806965728242,0.9988827948137107,-0.05358793824024055
0.11123796780409147,0.9995920728639758,0.9985728373719609,-0.06056382030908475
0.1178724718272656,0.9994857016591456,0.9982008814307282,-0.0679950916601039
0.12453624730989807,0.9993591699117428,0.9977585317491545,-0.0758891417470959
0.13123302856276145,0.9992098207747054,0.9972365575593393,-0.0842554587822704
0.13796763387433536,0.9990347186498187,0.9966247755632655,-0.09310578749886711
0.14474579206121033,0.9988306094237698,0.9959119175442274,-0.10245421500144439
0.1515739058586819,0.9985938784394512,0.9950854918804088,-0.11231709483612315
0.15845870092579295,0.9983205110872407,0.9941316564586031,-0.12271270011469326
0.1654066695914381,0.9980060662856859,0.9930351392733213,-0.13366040485292768
0.17242322923649994,0.9976456793492576,0.991779264562911,-0.1451791612418268
0.1795114970447049,0.9972341205766513,0.9903461761705682,-0.15728496464102182
0.18667080290735547,0.9967659332257548,0.9887173396221602,-0.1699873427380989
0.1938952329195953,0.9962356626454808,0.9868743617427448,-0.18328529294047133
0.20117301782207994,0.9956381297368164,0.9847999617830829,-0.19716427132300357
0.2084874893701478,0.9949686481892354,0.9824787420499457,-0.21159610237567023
0.21581965699321715,0.9942230780788924,0.9798973853781475,-0.22654267841744907
0.22315132468662943,0.993397702663188,0.9770442376804429,-0.2419619018752899
0.23046740154048537,0.9924890175369536,0.9739085896499883,-0.2578131282046834
0.23775689422092441,0.9914935270638487,0.9704799894809606,-0.2740605331085101
0.2450128375635768,0.990407594974453,0.9667477495926384,-0.29067436157098914
0.2522316997638018,0.9892273467315936,0.9627006385983531,-0.30763084520399253
0.2594126398143121,0.9879486087589227,0.9583267064682581,-0.32491148043929324
0.2665567963518466,0.9865668731662893,0.953613203227283,-0.34250206335400174
0.2736666949325531,0.9850772762927785,0.9485465508082643,-0.3603917322603515
0.28074577662932076,0.9834745866872054,0.9431123529903517,-0.3785720895387262
0.2877980375396829,0.9817531987902024,0.9372954307114951,-0.39703643690832163
0.2948277613320357,0.9799071297832379,0.9310798742966432,-0.4157791296830975
0.30183932290016263,0.9779300188375349,0.9244491102354262,-0.4347950331382251
0.3088370426079195,0.9758151292540258,0.9173859843713768,-0.45407905611054583
0.3158250858194691,0.9735553509452071,0.9098728531736895,-0.47362576967883824
