
".2.Last_Run.request_POS_doorcm.TIME"	".MODEL_CLOSE_ST2.Last_Run.request_POS_doorcm.U1"	".MODEL_CLOSE_ST2.Last_Run.request_POS_doorcm.U2"	".MODEL_CLOSE_ST2.Last_Run.request_POS_doorcm.U3"	".MODEL_CLOSE_ST2.Last_Run.request_POS_doorcm.U4"	".MODEL_CLOSE_ST2.Last_Run.request_POS_doorcm.U5"	".MODEL_CLOSE_ST2.Last_Run.request_POS_doorcm.U6"	".MODEL_CLOSE_ST2.Last_Run.request_POS_doorcm.U7"	".MODEL_CLOSE_ST2.Last_Run.request_POS_doorcm.U8"
0.000000e+00	0.000000e+00	2.985225e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.899291e-17	-9.257376e-18
1.000000e-03	0.000000e+00	2.985235e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.901112e-17	-9.257376e-18
2.000000e-03	0.000000e+00	2.985245e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.902932e-17	-9.257376e-18
3.000000e-03	0.000000e+00	2.985255e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.904752e-17	-9.257376e-18
4.000000e-03	0.000000e+00	2.985265e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.906572e-17	-9.257376e-18
5.000000e-03	0.000000e+00	2.985275e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.908392e-17	-9.257376e-18
6.000000e-03	0.000000e+00	2.985285e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.910212e-17	-9.257376e-18
7.000000e-03	0.000000e+00	2.985295e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.912033e-17	-9.257376e-18
8.000000e-03	0.000000e+00	2.985305e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.913853e-17	-9.257376e-18
9.000000e-03	0.000000e+00	2.985315e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.915673e-17	-9.257376e-18
1.000000e-02	0.000000e+00	2.985325e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.917493e-17	-9.257376e-18
1.100000e-02	0.000000e+00	2.985335e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.919313e-17	-9.257376e-18
1.200000e-02	0.000000e+00	2.985345e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.921133e-17	-9.257376e-18
1.300000e-02	0.000000e+00	2.985355e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.922954e-17	-9.257376e-18
1.400000e-02	0.000000e+00	2.985365e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.924774e-17	-9.257376e-18
1.500000e-02	0.000000e+00	2.985375e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.926594e-17	-9.257376e-18
1.600000e-02	0.000000e+00	2.985385e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.928414e-17	-9.257376e-18
1.700000e-02	0.000000e+00	2.985395e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.930234e-17	-9.257376e-18
1.800000e-02	0.000000e+00	2.985405e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.932054e-17	-9.257376e-18
1.900000e-02	0.000000e+00	2.985415e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.933875e-17	-9.257376e-18
2.000000e-02	0.000000e+00	2.985425e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.935695e-17	-9.257376e-18
2.100000e-02	0.000000e+00	2.985435e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.937515e-17	-9.257376e-18
2.200000e-02	0.000000e+00	2.985445e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.939335e-17	-9.257376e-18
2.300000e-02	0.000000e+00	2.985455e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.941155e-17	-9.257376e-18
2.400000e-02	0.000000e+00	2.985465e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.942975e-17	-9.257376e-18
2.500000e-02	0.000000e+00	2.985475e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.944796e-17	-9.257376e-18
2.600000e-02	0.000000e+00	2.985485e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.946616e-17	-9.257376e-18
2.700000e-02	0.000000e+00	2.985495e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.948436e-17	-9.257376e-18
2.800000e-02	0.000000e+00	2.985505e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.950256e-17	-9.257376e-18
2.900000e-02	0.000000e+00	2.985515e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.952076e-17	-9.257376e-18
3.000000e-02	0.000000e+00	2.985525e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.953896e-17	-9.257376e-18
3.100000e-02	0.000000e+00	2.985535e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.955716e-17	-9.257376e-18
3.200000e-02	0.000000e+00	2.985545e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.957537e-17	-9.257376e-18
3.300000e-02	0.000000e+00	2.985555e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.959357e-17	-9.257376e-18
3.400000e-02	0.000000e+00	2.985565e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.961177e-17	-9.257376e-18
3.500000e-02	0.000000e+00	2.985575e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.962997e-17	-9.257376e-18
3.600000e-02	0.000000e+00	2.985585e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.964817e-17	-9.257376e-18
3.700000e-02	0.000000e+00	2.985595e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.966637e-17	-9.257376e-18
3.800000e-02	0.000000e+00	2.985605e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.968458e-17	-9.257376e-18
3.900000e-02	0.000000e+00	2.985615e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.970278e-17	-9.257376e-18
4.000000e-02	0.000000e+00	2.985625e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.972098e-17	-9.257376e-18
4.100000e-02	0.000000e+00	2.985635e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.973918e-17	-9.257376e-18
4.200000e-02	0.000000e+00	2.985645e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.975738e-17	-9.257376e-18
4.300000e-02	0.000000e+00	2.985655e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.977558e-17	-9.257376e-18
4.400000e-02	0.000000e+00	2.985665e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.979379e-17	-9.257376e-18
4.500000e-02	0.000000e+00	2.985675e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.981199e-17	-9.257376e-18
4.600000e-02	0.000000e+00	2.985685e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.983019e-17	-9.257376e-18
4.700000e-02	0.000000e+00	2.985695e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.984839e-17	-9.257376e-18
4.800000e-02	0.000000e+00	2.985705e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.986659e-17	-9.257376e-18
4.900000e-02	0.000000e+00	2.985715e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.988479e-17	-9.257376e-18
5.000000e-02	0.000000e+00	2.985725e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.990300e-17	-9.257376e-18
5.100000e-02	0.000000e+00	2.985735e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.992120e-17	-9.257376e-18
5.200000e-02	0.000000e+00	2.985745e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.993940e-17	-9.257376e-18
5.300000e-02	0.000000e+00	2.985755e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.995760e-17	-9.257376e-18
5.400000e-02	0.000000e+00	2.985765e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.997580e-17	-9.257376e-18
5.500000e-02	0.000000e+00	2.985775e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	4.999400e-17	-9.257376e-18
5.600000e-02	0.000000e+00	2.985785e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.001221e-17	-9.257376e-18
5.700000e-02	0.000000e+00	2.985795e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.003041e-17	-9.257376e-18
5.800000e-02	0.000000e+00	2.985805e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.004861e-17	-9.257376e-18
5.900000e-02	0.000000e+00	2.985815e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.006681e-17	-9.257376e-18
6.000000e-02	0.000000e+00	2.985825e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.008501e-17	-9.257376e-18
6.100000e-02	0.000000e+00	2.985835e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.010321e-17	-9.257376e-18
6.200000e-02	0.000000e+00	2.985845e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.012142e-17	-9.257376e-18
6.300000e-02	0.000000e+00	2.985855e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.013962e-17	-9.257376e-18
6.400000e-02	0.000000e+00	2.985865e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.015782e-17	-9.257376e-18
6.500000e-02	0.000000e+00	2.985875e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.017602e-17	-9.257376e-18
6.600000e-02	0.000000e+00	2.985885e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.019422e-17	-9.257376e-18
6.700000e-02	0.000000e+00	2.985895e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.021242e-17	-9.257376e-18
6.800000e-02	0.000000e+00	2.985905e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.023063e-17	-9.257376e-18
6.900000e-02	0.000000e+00	2.985915e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.024883e-17	-9.257376e-18
7.000000e-02	0.000000e+00	2.985925e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.026703e-17	-9.257376e-18
7.100000e-02	0.000000e+00	2.985935e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.028523e-17	-9.257376e-18
7.200000e-02	0.000000e+00	2.985945e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.030343e-17	-9.257376e-18
7.300000e-02	0.000000e+00	2.985955e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.032163e-17	-9.257376e-18
7.400000e-02	0.000000e+00	2.985965e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.033983e-17	-9.257376e-18
7.500000e-02	0.000000e+00	2.985975e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.035804e-17	-9.257376e-18
7.600000e-02	0.000000e+00	2.985985e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.037624e-17	-9.257376e-18
7.700000e-02	0.000000e+00	2.985995e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.039444e-17	-9.257376e-18
7.800000e-02	0.000000e+00	2.986005e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.041264e-17	-9.257376e-18
7.900000e-02	0.000000e+00	2.986015e+03	-1.000974e+03	6.342367e+02	0.000000e+00	1.000000e+01	5.043084e-17	-9.257376e-18
