t,x1,y1,z1,x2,y2,z2,x3,y3,z3
0.8900000000000007,2685.765329373349,-1006.3477144482252,634.4908978815469,3305.4942771254064,-863.9510153201982,999.2561203390976,2182.672670271531,-831.8759576939042,-16.57995335455588
0.8950000000000007,2684.082005787743,-1006.3744525707806,634.4920441544134,3303.821241701042,-864.0136499304779,999.2564738548513,2180.998704818091,-831.8760621126489,-16.579827247838793
0.9000000000000007,2682.398682880424,-1006.4011238298144,634.4931880116166,3302.1481843193205,-864.0761342610692,999.2568266222619,2179.324720538584,-831.8761646801104,-16.5797014066423
0.9050000000000007,2680.7153595648083,-1006.4275103740736,634.4942577790264,3300.4751158904337,-864.1384626855229,999.2571565119493,2177.651121309099,-831.8757867153402,-16.579583671178533
0.9100000000000007,2679.0320224800603,-1006.4531674247643,634.495107189356,3298.8020482863226,-864.2006236831111,999.257418363987,2175.978720111307,-831.8739514005534,-16.579490040362586
0.9150000000000007,2677.3486734611465,-1006.4780522306067,634.4957220883683,3297.1289856000117,-864.2626161975129,999.2576078088596,2174.307597971317,-831.87056487785,-16.579422061770405
0.9200000000000007,2675.6653139357722,-1006.5022011591042,634.4961142867006,3295.455926958368,-864.3244414361591,999.2577284939712,2172.6376883909807,-831.8657069580643,-16.579378443880046
0.9250000000000007,2673.981943762715,-1006.5256017582628,634.4962794764061,3293.7828726586526,-864.3860995068703,999.257779090349,2170.9690138167666,-831.8593501807804,-16.5793596594254
0.9300000000000007,2672.2985630602607,-1006.548258180688,634.4962188382685,3292.109822451146,-864.4475907742615,999.2577599638395,2169.301565489268,-831.8515039676907,-16.57936558181553
0.9350000000000007,2670.615172212877,-1006.5701743430747,634.4959335263661,3290.436776476206,-864.508915480539,999.2576714722236,2167.6353347964546,-831.8421776107099,-16.579396088399434
0.9400000000000007,2668.931771556474,-1006.5913513814844,634.4954236956668,3288.76373468644,-864.5700740404393,999.2575136651118,2165.9703182730186,-831.8313740427651,-16.579451166874488
0.9450000000000007,2667.2483613904697,-1006.6117913913107,634.4946898675432,3287.0906970209107,-864.6310668173003,999.2572867054232,2164.3065101392863,-831.8190986427145,-16.57953076582655
0.9500000000000007,2665.5649420136647,-1006.6314960490697,634.4937324763252,3285.417663528418,-864.6918941301338,999.2569907293785,2162.6439049374662,-831.8053561749588,-16.579634844301076
0.9550000000000007,2663.881513716955,-1006.6504666527202,634.4925518475186,3283.744634283023,-864.7525563016028,999.2566258397862,2160.9824975504475,-831.7901507585522,-16.57976337417081
0.9600000000000007,2662.1980767855866,-1006.6687043999259,634.4911482752278,3282.071609362523,-864.8130536395042,999.2561921299356,2159.3222826818906,-831.7734864722015,-16.57991633163773
0.9650000000000007,2660.5146314988197,-1006.6862102996603,634.4895220237883,3280.3985887082827,-864.8733865501066,999.2556896841417,2157.6632551745984,-831.7553670572323,-16.580093696993856
0.9700000000000008,2658.831178129251,-1006.7029850897375,634.4876733022273,3278.7255723394674,-864.9335553790513,999.25511856978,2156.005409932826,-831.7357959400276,-16.580295457382512
0.9750000000000008,2657.1477169405107,-1006.7190292245974,634.4856022391397,3277.0525604823742,-864.9935603329558,999.2544788294719,2154.348741833757,-831.7147762817151,-16.580521609519252
0.9800000000000008,2655.464248193873,-1006.7343430749232,634.4833089574287,3275.3795531677424,-865.0534018397963,999.2537705042836,2152.6932458625424,-831.6923109937836,-16.580772151441103
0.9850000000000008,2653.780772146506,-1006.7489268113691,634.480793505138,3273.706550363561,-865.113080253921,999.2529936122965,2151.0389170205144,-831.6684027209357,-16.581047090062718
0.9900000000000008,2652.097289050445,-1006.7627803399121,634.478055855662,3272.0335522622936,-865.1725958535668,999.2521481485825,2149.3857503200443,-831.6430538292935,-16.581346441089412
0.9950000000000008,2650.41379915382,-1006.7759033873667,634.4750959485104,3270.3605589725726,-865.2319489791544,999.2512340978698,2147.7337408766525,-831.6162663913451,-16.581670224489923
1.0000000000000007,2648.730302706208,-1006.7882955836318,634.471913685536,3268.687570374169,-865.2911400126791,999.2502514333902,2146.0828838243456,-831.5880422853708,-16.58201846487033
1.0050000000000006,2647.0467999497314,-1006.7999563163802,634.468508908464,3267.0145867138394,-865.3501692815801,999.2492001097652,2144.433174235273,-831.5583831971862,-16.582391193862865
1.0100000000000005,2645.363291121632,-1006.8108847222957,634.4648813900865,3265.341608186926,-865.4090370572949,999.2480800603835,2142.78460731507,-831.5272904447082,-16.582788451041736
1.0150000000000003,2643.6797764581765,-1006.8210798503543,634.4610308813717,3263.668634775196,-865.4677437073468,999.2468912119703,2141.1371783247196,-831.4947651464464,-16.583210278692455
1.0200000000000002,2641.996256194565,-1006.830540607001,634.4569570347737,3261.9956666365415,-865.5262895806776,999.2456334607795,2139.4908824333866,-831.4608082373472,-16.58365673018121
1.0250000000000001,2640.3127305654784,-1006.8392657646059,634.452659429978,3260.3227038034083,-865.58467502902,999.2443066806031,2137.845714865805,-831.4254204006094,-16.584127867057948
1.03,2638.629199805784,-1006.8472539650552,634.4481375958443,3258.649746282324,-865.6429004127114,999.2429107295021,2136.2016709278523,-831.3886021432197,-16.58462375656382
1.035,2636.9456641452794,-1006.8545035292901,634.4433909567629,3256.9767942945577,-865.7009659696752,999.2414454331623,2134.558745772295,-831.3503535325465,-16.58514447747969
1.0399999999999998,2635.2621238088,-1006.8610127443044,634.4384189097439,3255.3038480184923,-865.7588720461238,999.2399106087419,2132.916934656295,-831.3106745832681,-16.585690111550107
